pair_id	role	protein_x	protein_y	ac_id	triplet_id	anchor	assembly_size_stratum	structure_grade_provisional	counterfactual_grade_provisional	sequence_similarity_bin	positive_source	positive_interface_status	orientation
SP:0000297	ac_negative	B8H4F8	B8H618	AC:000297			3_10	Structure-A-provisional					
SP:0000298	ac_negative	P59768	Q03431	AC:000298			3_10	Structure-B-provisional					
SP:0000299	ac_negative	Q2FW08	Q2FW16	AC:000299			11_24	Structure-B-provisional					
SP:0000300	ac_negative	A0A0M3KL10	E1C9L2	AC:000300			11_24	Structure-B-provisional					
SP:0000301	ac_negative	I7M9J2	W7XJB1	AC:000301			11_24	Structure-A-provisional					
SP:0000302	ac_negative	A8IKI9	A8J7I9	AC:000302			11_24	Structure-A-provisional					
SP:0000303	ac_negative	Q8DMP8	Q9F1K9	AC:000303			11_24	Structure-B-provisional					
SP:0000304	ac_negative	P09669	P14406	AC:000304			11_24	Structure-A-provisional					
SP:0000305	ac_negative	Q9P6Q0	Q9USH1	AC:000305			11_24	Structure-A-provisional					
SP:0000306	ac_negative	A0A125YPC9	A0A125YW21	AC:000306			11_24	Structure-A-provisional					
SP:0000307	ac_negative	O43143	Q7RTV0	AC:000307			11_24	Structure-B-provisional					
SP:0000308	ac_negative	A0A2D0TC97	A0A2D0TCA6	AC:000308			11_24	Structure-B-provisional					
SP:0000309	ac_negative	P62877	Q16531	AC:000309			3_10	Structure-A-provisional					
SP:0000310	ac_negative	Q6P4I2	Q9NV88	AC:000310			3_10	Structure-A-provisional					
SP:0000311	ac_negative	I0YPL4	I0Z687	AC:000311			11_24	Structure-A-provisional					
SP:0000312	ac_negative	Q8LE42	Q8LFJ6	AC:000312			11_24	Structure-B-provisional					
SP:0000313	ac_negative	M1UU36	Q85G47	AC:000313			11_24	Structure-A-provisional					
SP:0000314	ac_negative	P06336	P20490	AC:000314			3_10	Structure-A-provisional					
SP:0000315	ac_negative	P16033	P19569	AC:000315			11_24	Structure-A-provisional					
SP:0000316	ac_negative	A8HPD3	P19431	AC:000316			11_24	Structure-A-provisional					
SP:0000317	ac_negative	A0A1S3XP85	A0A1S3YXM6	AC:000317			11_24	Structure-A-provisional					
SP:0000318	ac_negative	P14949	P50621	AC:000318			3_10	Structure-B-provisional					
SP:0000319	ac_negative	P20435	Q02792	AC:000319			11_24	Structure-B-provisional					
SP:0000320	ac_negative	C4QXY9	C4R7L2	AC:000320			11_24	Structure-A-provisional					
SP:0000321	ac_negative	C4R009	C4R2R6	AC:000321			11_24	Structure-B-provisional					
SP:0000322	ac_negative	A5F5X0	A5F5Y4	AC:000322			3_10	Structure-B-provisional					
SP:0000323	ac_negative	O15160	Q92966	AC:000323			11_24	Structure-B-provisional					
SP:0000324	ac_negative	P27999	P40352	AC:000324			11_24	Structure-A-provisional					
SP:0000325	ac_negative	P13183	Q01321	AC:000325			11_24	Structure-A-provisional					
SP:0000326	ac_negative	D0MDD9	D0MKF0	AC:000326			3_10	Structure-A-provisional					
SP:0000327	ac_negative	O15318	Q9Y2Y1	AC:000327			11_24	Structure-A-provisional					
SP:0000328	ac_negative	E9NPW6	I0Z2Y0	AC:000328			11_24	Structure-B-provisional					
SP:0000329	ac_negative	I7MG46	Q24C31	AC:000329			11_24	Structure-B-provisional					
SP:0000330	ac_negative	O14625	P63096	AC:000330			3_10	Structure-A-provisional					
SP:0000331	ac_negative	P29469	P40359	AC:000331			11_24	Structure-A-provisional					
SP:0000332	ac_negative	P10176	P10606	AC:000332			11_24	Structure-A-provisional					
SP:0000333	ac_negative	Q6ZED1	Q6ZED5	AC:000333			3_10	Structure-B-provisional					
SP:0000334	ac_negative	O43143	Q9BWJ5	AC:000334			11_24	Structure-B-provisional					
SP:0000335	ac_negative	A0A3B6IU74	A0A3B6KRQ3	AC:000335			11_24	Structure-A-provisional					
SP:0000336	ac_negative	O14818	Q9BT73	AC:000336			11_24	Structure-A-provisional					
SP:0000337	ac_negative	Q2T9T3	Q32P78	AC:000337			11_24	Structure-B-provisional					
SP:0000338	ac_negative	P84077	Q9HAD4	AC:000338			3_10	Structure-A-provisional					
SP:0000339	ac_negative	A0A4V8H004	A0A4V8H005	AC:000339			11_24	Structure-A-provisional					
SP:0000340	ac_negative	P68431	Q96GM5	AC:000340			11_24	Structure-A-provisional					
SP:0000341	ac_negative	Q8SDC8	Q8SDD3	AC:000341			11_24	Structure-A-provisional					
SP:0000342	ac_negative	A0A3Q7G7F0	A0A3Q7I881	AC:000342			11_24	Structure-B-provisional					
SP:0000343	ac_negative	P60002	Q7KZ85	AC:000343			11_24	Structure-A-provisional					
SP:0000344	ac_negative	P20226	Q92966	AC:000344			3_10	Structure-B-provisional					
SP:0000345	ac_negative	A0A2K3DQ46	A0A2K3DZD9	AC:000345			11_24	Structure-A-provisional					
SP:0000346	ac_negative	E9NPX1	I0Z7A6	AC:000346			11_24	Structure-B-provisional					
SP:0000347	ac_negative	Q5MNZ6	Q9P0N9	AC:000347			3_10	Structure-A-provisional					
SP:0000348	ac_negative	Q1HFX1	Q1HGH9	AC:000348			11_24	Structure-A-provisional					
SP:0000349	ac_negative	A0A2K9VK88	A0A2K9VKE4	AC:000349			11_24	Structure-A-provisional					
SP:0000350	ac_negative	P04052	P36958	AC:000350			3_10	Structure-A-provisional					
SP:0000351	ac_negative	A0A024L3Y3	A0A5B9AW69	AC:000351			3_10	Structure-A-provisional					
SP:0000352	ac_negative	F2Z4C9	Q32P73	AC:000352			11_24	Structure-A-provisional					
SP:0000353	ac_negative	Q6CK37	Q6CPM4	AC:000353			3_10	Structure-A-provisional					
SP:0000354	ac_negative	A8J4K5	A8J8N9	AC:000354			11_24	Structure-B-provisional					
SP:0000355	ac_negative	P20436	Q04307	AC:000355			11_24	Structure-A-provisional					
SP:0000356	ac_negative	P07992	Q92759	AC:000356			11_24	Structure-B-provisional					
SP:0000357	ac_negative	Q83D75	Q83E83	AC:000357			11_24	Structure-B-provisional					
SP:0000358	ac_negative	O94762	P52435	AC:000358			11_24	Structure-A-provisional					
SP:0000359	ac_negative	P78371	Q99471	AC:000359			11_24	Structure-B-provisional					
SP:0000360	ac_negative	A0A2K3D1M1	A8HRZ4	AC:000360			11_24	Structure-A-provisional					
SP:0000361	ac_negative	P78345	P78346	AC:000361			11_24	Structure-A-provisional					
SP:0000362	ac_negative	B8YB54	B8YB56	AC:000362			11_24	Structure-A-provisional					
SP:0000363	ac_negative	O74471	Q9P4W1	AC:000363			11_24	Structure-A-provisional					
SP:0000364	ac_negative	P14406	Q9BW72	AC:000364			11_24	Structure-A-provisional					
SP:0000365	ac_negative	A0A1S3X147	A0A1S4CE74	AC:000365			11_24	Structure-A-provisional					
SP:0000366	ac_negative	P9WPU7	P9WPV7	AC:000366			11_24	Structure-A-provisional					
SP:0000367	ac_negative	P12873	P42920	AC:000367			11_24	Structure-B-provisional					
SP:0000368	ac_negative	P38632	Q07913	AC:000368			3_10	Structure-A-provisional					
SP:0000369	ac_negative	P00420	P00424	AC:000369			3_10	Structure-A-provisional					
SP:0000370	ac_negative	P19844	Q52529	AC:000370			3_10	Structure-B-provisional					
SP:0000371	ac_negative	C4LXM0	C4M5A0	AC:000371			11_24	Structure-B-provisional					
SP:0000372	ac_negative	A0A333U4T6	V5V9F4	AC:000372			11_24	Structure-B-provisional					
SP:0000373	ac_negative	P20143	P36213	AC:000373			11_24	Structure-A-provisional					
SP:0000374	ac_negative	C4B7Q7	C4B7Q8	AC:000374			11_24	Structure-B-provisional					
SP:0000375	ac_negative	A0ACD6B9L6	A0ACD6B9N1	AC:000375			3_10	Structure-A-provisional					
SP:0000376	ac_negative	Q9H1A4	Q9UJX3	AC:000376			11_24	Structure-B-provisional					
SP:0000377	ac_negative	Q8DL32	Q8DL61	AC:000377			11_24	Structure-A-provisional					
SP:0000378	ac_negative	C4R0E6	C4R2R6	AC:000378			11_24	Structure-B-provisional					
SP:0000379	ac_negative	P36121	P47076	AC:000379			11_24	Structure-B-provisional					
SP:0000380	ac_negative	Q9KPS1	Q9X4Q6	AC:000380			3_10	Structure-A-provisional					
SP:0000381	ac_negative	A0A125YTU2	S8GED8	AC:000381			11_24	Structure-A-provisional					
SP:0000382	ac_negative	D0CD01	D0CD03	AC:000382			3_10	Structure-B-provisional					
SP:0000383	ac_negative	P45684	Q9HTM1	AC:000383			3_10	Structure-A-provisional					
SP:0000384	ac_negative	P24482	P29469	AC:000384			11_24	Structure-A-provisional					
SP:0000385	ac_negative	Q8IRE3	Q9VSY8	AC:000385			3_10	Structure-A-provisional					
SP:0000386	ac_negative	F2Z4C9	F2Z4H3	AC:000386			11_24	Structure-A-provisional					
SP:0000387	ac_negative	A0A125YZ21	S8GED8	AC:000387			11_24	Structure-A-provisional					
SP:0000388	ac_negative	A0A4V8H004	A0A4V8H008	AC:000388			11_24	Structure-A-provisional					
SP:0000389	ac_negative	O75818	Q32NC0	AC:000389			11_24	Structure-A-provisional					
SP:0000390	ac_negative	P87310	Q9USH1	AC:000390			11_24	Structure-A-provisional					
SP:0000391	ac_negative	P22138	P32786	AC:000391			11_24	Structure-B-provisional					
SP:0000392	ac_negative	Q7L5N1	Q9UBF6	AC:000392			11_24	Structure-A-provisional					
SP:0000393	ac_negative	P04051	P13393	AC:000393			11_24	Structure-A-provisional					
SP:0000394	ac_negative	P36121	P40422	AC:000394			11_24	Structure-A-provisional					
SP:0000395	ac_negative	E9NPV2	I0Z284	AC:000395			11_24	Structure-A-provisional					
SP:0000396	ac_negative	Q97ZJ9	Q980L5	AC:000396			11_24	Structure-B-provisional					
SP:0000397	ac_negative	A0A125YZN9	S7W9J5	AC:000397			11_24	Structure-A-provisional					
SP:0000398	ac_negative	Q8VZ65	Q9FYF8	AC:000398			11_24	Structure-A-provisional					
SP:0000399	ac_negative	A0A2K3DGW6	A0A2K3DLI2	AC:000399			11_24	Structure-A-provisional					
SP:0000400	ac_negative	Q15370	Q8N884	AC:000400			11_24	Structure-A-provisional					
SP:0000401	ac_negative	Q8U0M2	Q8U4N1	AC:000401			11_24	Structure-A-provisional					
SP:0000402	ac_negative	Q9SUI5	Q9SUI7	AC:000402			11_24	Structure-B-provisional					
SP:0000403	ac_negative	P62653	P62662	AC:000403			11_24	Structure-B-provisional					
SP:0000404	ac_negative	Q22R86	Q24CE5	AC:000404			11_24	Structure-B-provisional					
SP:0000405	ac_negative	F2QVW8	F2QZ97	AC:000405			11_24	Structure-A-provisional					
SP:0000406	ac_negative	Q1JQ91	Q32P79	AC:000406			11_24	Structure-B-provisional					
SP:0000407	ac_negative	Q15843	Q16531	AC:000407			3_10	Structure-B-provisional					
SP:0000408	ac_negative	P52434	P63272	AC:000408			11_24	Structure-B-provisional					
SP:0000409	ac_negative	P62012	Q9V0G0	AC:000409			11_24	Structure-A-provisional					
SP:0000410	ac_negative	P02607	P68139	AC:000410			3_10	Structure-A-provisional					
SP:0000411	ac_negative	A8J8N9	P23662	AC:000411			11_24	Structure-A-provisional					
SP:0000412	ac_negative	P62877	P68036	AC:000412			3_10	Structure-A-provisional					
SP:0000413	ac_negative	O34399	P50735	AC:000413			11_24	Structure-A-provisional					
SP:0000414	ac_negative	P60900	Q5JS54	AC:000414			11_24	Structure-B-provisional					
SP:0000415	ac_negative	P60292	Q8U4N1	AC:000415			11_24	Structure-A-provisional					
SP:0000416	ac_negative	Q54J50	Q54VN6	AC:000416			3_10	Structure-B-provisional					
SP:0000417	ac_negative	Q13619	Q8WV22	AC:000417			3_10	Structure-B-provisional					
SP:0000418	ac_negative	T1RJ07	T1RJT6	AC:000418			11_24	Structure-A-provisional					
SP:0000419	ac_negative	B8BUW3	B8LEQ8	AC:000419			11_24	Structure-A-provisional					
SP:0000420	ac_negative	M2XR49	M2XW22	AC:000420			11_24	Structure-A-provisional					
SP:0000421	ac_negative	A2A825	Q059U7	AC:000421			3_10	Structure-A-provisional					
SP:0000422	ac_negative	A0A2P6TPV8	A0A2P6U4K1	AC:000422			11_24	Structure-B-provisional					
SP:0000423	ac_negative	C4LXN2	C4M0Q2	AC:000423			11_24	Structure-B-provisional					
SP:0000424	ac_negative	A0A1S3TUX2	A0A1S3UMA0	AC:000424			3_10	Structure-B-provisional					
SP:0000425	ac_negative	A0A4V8GZZ4	A0A4V8H001	AC:000425			11_24	Structure-A-provisional					
SP:0000426	ac_negative	I0YVS7	I0YWK6	AC:000426			11_24	Structure-A-provisional					
SP:0000427	ac_negative	P42766	Q9BXJ9	AC:000427			11_24	Structure-A-provisional					
SP:0000428	ac_negative	P0A384	Q8YVQ2	AC:000428			11_24	Structure-A-provisional					
SP:0000429	ac_negative	I7M6H4	Q23FU1	AC:000429			11_24	Structure-A-provisional					
SP:0000430	ac_negative	Q2FW20	Q2G111	AC:000430			11_24	Structure-B-provisional					
SP:0000431	ac_negative	Q72I32	Q72L95	AC:000431			3_10	Structure-A-provisional					
SP:0000432	ac_negative	P40359	P53091	AC:000432			11_24	Structure-A-provisional					
SP:0000433	ac_negative	A0A4V8GZZ7	A0A4V8H008	AC:000433			11_24	Structure-B-provisional					
SP:0000434	ac_negative	O74471	O74988	AC:000434			11_24	Structure-A-provisional					
SP:0000435	ac_negative	Q9KXS1	Q9L0Q9	AC:000435			11_24	Structure-A-provisional					
SP:0000436	ac_negative	P9WGH5	P9WGZ1	AC:000436			3_10	Structure-A-provisional					
SP:0000437	ac_negative	P20637	P21082	AC:000437			11_24	Structure-A-provisional					
SP:0000438	ac_negative	P20248	Q9UJX5	AC:000438			11_24	Structure-A-provisional					
SP:0000439	ac_negative	A0A4V8GZZ3	A0A4V8GZZ8	AC:000439			11_24	Structure-A-provisional					
SP:0000440	ac_negative	A0A125YZN9	S7UR33	AC:000440			11_24	Structure-A-provisional					
SP:0000441	ac_negative	P32447	P32480	AC:000441			11_24	Structure-A-provisional					
SP:0000442	ac_negative	O95619	O96019	AC:000442			11_24	Structure-A-provisional					
SP:0000443	ac_negative	A0A2K1JKF2	A0A2K1JLZ3	AC:000443			11_24	Structure-B-provisional					
SP:0000444	ac_negative	Q5JE34	Q5JI52	AC:000444			11_24	Structure-A-provisional					
SP:0000445	ac_negative	A5FJF4	A5FJF5	AC:000445			3_10	Structure-A-provisional					
SP:0000446	ac_negative	I0YPL4	I0YQ13	AC:000446			11_24	Structure-A-provisional					
SP:0000447	ac_negative	P20226	Q9Y2Y1	AC:000447			11_24	Structure-A-provisional					
SP:0000448	ac_negative	C4R2R6	C4R370	AC:000448			11_24	Structure-A-provisional					
SP:0000449	ac_negative	A0A1B2U0I9	A0A1M5L8M4	AC:000449			11_24	Structure-A-provisional					
SP:0000450	ac_negative	P20226	Q9H1D9	AC:000450			11_24	Structure-A-provisional					
SP:0000451	ac_negative	A0QS96	A0QSP9	AC:000451			11_24	Structure-B-provisional					
SP:0000452	ac_negative	P0A3C9	Q8DJ01	AC:000452			11_24	Structure-A-provisional					
SP:0000453	ac_negative	P52891	P53011	AC:000453			11_24	Structure-B-provisional					
SP:0000454	ac_negative	O94581	Q9P4W1	AC:000454			11_24	Structure-A-provisional					
SP:0000455	ac_negative	Q6DBA5	Q9FJ98	AC:000455			11_24	Structure-A-provisional					
SP:0000456	ac_negative	P40337	Q9H9Q2	AC:000456			11_24	Structure-B-provisional					
SP:0000457	ac_negative	O95619	Q9Y265	AC:000457			11_24	Structure-A-provisional					
SP:0000458	ac_negative	C4QXY9	C4R1V1	AC:000458			11_24	Structure-B-provisional					
SP:0000459	ac_negative	A0A4V8H004	A0A4V8H007	AC:000459			11_24	Structure-A-provisional					
SP:0000460	ac_negative	D5ANZ2	D5ARP7	AC:000460			3_10	Structure-B-provisional					
SP:0000461	ac_negative	Q13098	Q9UBW8	AC:000461			3_10	Structure-A-provisional					
SP:0000462	ac_negative	P00175	P33448	AC:000462			11_24	Structure-A-provisional					
SP:0000463	ac_negative	A0ABF7PQ06	P46818	AC:000463			11_24	Structure-A-provisional					
SP:0000464	ac_negative	A0A0M3KL10	P09911	AC:000464			11_24	Structure-B-provisional					
SP:0000465	ac_negative	Q1HFW0	Q1HGH8	AC:000465			11_24	Structure-A-provisional					
SP:0000466	ac_negative	Q56218	Q56226	AC:000466			11_24	Structure-A-provisional					
SP:0000467	ac_negative	Q32904	Q9SQL2	AC:000467			11_24	Structure-A-provisional					
SP:0000468	ac_negative	B7UL97	B7UL98	AC:000468			3_10	Structure-B-provisional					
SP:0000469	ac_negative	P0A800	P0A9E2	AC:000469			3_10	Structure-B-provisional					
SP:0000470	ac_negative	Q96CS2	Q99871	AC:000470			3_10	Structure-B-provisional					
SP:0000471	ac_negative	P60002	P61218	AC:000471			11_24	Structure-B-provisional					
SP:0000472	ac_negative	A0ACD6B989	Q8YQ35	AC:000472			11_24	Structure-B-provisional					
SP:0000473	ac_negative	A0QU29	A0QU35	AC:000473			11_24	Structure-B-provisional					
SP:0000474	ac_negative	P52435	P62487	AC:000474			11_24	Structure-A-provisional					
SP:0000475	ac_negative	Q980B8	Q980L5	AC:000475			11_24	Structure-B-provisional					
SP:0000476	ac_negative	A0ABF7PQ07	P46818	AC:000476			11_24	Structure-A-provisional					
SP:0000477	ac_negative	P22139	P32349	AC:000477			11_24	Structure-B-provisional					
SP:0000478	ac_negative	S8F0U0	S8G8E7	AC:000478			11_24	Structure-A-provisional					
SP:0000479	ac_negative	A0A5S8WF79	A0A5S8WF81	AC:000479			3_10	Structure-A-provisional					
SP:0000480	ac_negative	P41227	Q02878	AC:000480			11_24	Structure-B-provisional					
SP:0000481	ac_negative	O81097	Q38859	AC:000481			11_24	Structure-B-provisional					
SP:0000482	ac_negative	A0A0G4FDJ8	A0A0G4HMN0	AC:000482			11_24	Structure-B-provisional					
SP:0000483	ac_negative	P0AEK7	P24183	AC:000483			3_10	Structure-A-provisional					
SP:0000484	ac_negative	A0QNR5	A0QWR2	AC:000484			11_24	Structure-A-provisional					
SP:0000485	ac_negative	P32830	P33421	AC:000485			3_10	Structure-B-provisional					
SP:0000486	ac_negative	A0A9R0I5M6	A0A9R0IWV5	AC:000486			11_24	Structure-B-provisional					
SP:0000487	ac_negative	P01097	Q12165	AC:000487			3_10	Structure-A-provisional					
SP:0000488	ac_negative	P0A8V2	P24251	AC:000488			3_10	Structure-A-provisional					
SP:0000489	ac_negative	P20435	P53063	AC:000489			11_24	Structure-A-provisional					
SP:0000490	ac_negative	F5LA71	F5LA74	AC:000490			3_10	Structure-A-provisional					
SP:0000491	ac_negative	A1B4F3	A1BA41	AC:000491			11_24	Structure-B-provisional					
SP:0000492	ac_negative	P0AFF6	P0AFW0	AC:000492			3_10	Structure-A-provisional					
SP:0000493	ac_negative	O80800	Q42577	AC:000493			11_24	Structure-A-provisional					
SP:0000494	ac_negative	A0QSG6	A0R102	AC:000494			11_24	Structure-B-provisional					
SP:0000495	ac_negative	Q8DHA7	Q8DLJ8	AC:000495			11_24	Structure-A-provisional					
SP:0000496	ac_negative	O00399	P61163	AC:000496			11_24	Structure-A-provisional					
SP:0000497	ac_negative	M1VKK5	Q85FZ1	AC:000497			11_24	Structure-B-provisional					
SP:0000498	ac_negative	Q24C31	W7WX86	AC:000498			11_24	Structure-B-provisional					
SP:0000499	ac_negative	Q26454	Q9VGW6	AC:000499			11_24	Structure-A-provisional					
SP:0000500	ac_negative	F2QVA2	F2QZ97	AC:000500			11_24	Structure-A-provisional					
SP:0000501	ac_negative	O94616	P36595	AC:000501			11_24	Structure-A-provisional					
SP:0000502	ac_negative	A0A9R0K533	P11703	AC:000502			11_24	Structure-A-provisional					
SP:0000503	ac_negative	P62987	Q71DI3	AC:000503			3_10	Structure-B-provisional					
SP:0000504	ac_negative	Q99627	Q9UBF6	AC:000504			11_24	Structure-B-provisional					
SP:0000505	ac_negative	P10145	P63096	AC:000505			3_10	Structure-A-provisional					
SP:0000506	ac_negative	P35997	P38747	AC:000506			11_24	Structure-B-provisional					
SP:0000507	ac_negative	P62090	Q9SUI4	AC:000507			11_24	Structure-B-provisional					
SP:0000508	ac_negative	P05738	P33309	AC:000508			3_10	Structure-A-provisional					
SP:0000509	ac_negative	A0A3V0PQJ3	A0A3Z3F2I6	AC:000509			3_10	Structure-A-provisional					
SP:0000510	ac_negative	C4R2R6	C4R7L2	AC:000510			11_24	Structure-A-provisional					
SP:0000511	ac_negative	A0A1L8GNJ6	Q6PHW7	AC:000511			3_10	Structure-A-provisional					
SP:0000512	ac_negative	Q42599	Q9FIJ2	AC:000512			11_24	Structure-A-provisional					
SP:0000513	ac_negative	E3UIU3	M2X090	AC:000513			11_24	Structure-B-provisional					
SP:0000514	ac_negative	P12074	Q9BW72	AC:000514			11_24	Structure-A-provisional					
SP:0000515	ac_negative	B8YB57	B8YB63	AC:000515			11_24	Structure-A-provisional					
SP:0000516	ac_negative	Q8CM25	Q8DG60	AC:000516			11_24	Structure-B-provisional					
SP:0000517	ac_negative	P9WGY5	P9WJG3	AC:000517			3_10	Structure-A-provisional					
SP:0000518	ac_negative	W5DS33	W5FEZ3	AC:000518			11_24	Structure-B-provisional					
SP:0000519	ac_negative	I0YPL4	I0Z284	AC:000519			11_24	Structure-B-provisional					
SP:0000520	ac_negative	Q8DIF8	Q8DMP8	AC:000520			11_24	Structure-B-provisional					
SP:0000521	ac_negative	A0A9R0K533	P11704	AC:000521			11_24	Structure-A-provisional					
SP:0000522	ac_negative	Q8DLL4	Q8DMU4	AC:000522			11_24	Structure-A-provisional					
SP:0000523	ac_negative	A0A2K1JC42	A0A2K1JLW2	AC:000523			11_24	Structure-A-provisional					
SP:0000524	ac_negative	A0A2P6TT36	W8SKM2	AC:000524			11_24	Structure-B-provisional					
SP:0000525	ac_negative	A0AAN0XZY8	A0AAN0Y0R4	AC:000525			11_24	Structure-B-provisional					
SP:0000526	ac_negative	Q8DKF3	Q8DL29	AC:000526			11_24	Structure-A-provisional					
SP:0000527	ac_negative	O14010	Q9Y821	AC:000527			11_24	Structure-B-provisional					
SP:0000528	ac_negative	A0A063X8U6	F5HRS7	AC:000528			11_24	Structure-B-provisional					
