triplet_id	split	anchor	c	d	r	fam_a	fam_c	fam_d	ad_id	ac_id	ar_id
SCF:0000241	train_eligible	P14736	P06839	P32776	P54784	P14736	P06839	P32776	SCF:0000241|AD	SCF:0000241|AC	SCF:0000241|AR
SCF:0000248	train_eligible	P49735	Q9XYU0	Q9VGW6	Q9VBI1	P49735	P33993	Q9VGW6	SCF:0000248|AD	SCF:0000248|AC	SCF:0000248|AR
SCF:0000249	train_eligible	P49735	Q9XYU0	Q9V461	Q9VBI1	P49735	P33993	Q9V461	SCF:0000249|AD	SCF:0000249|AC	SCF:0000249|AR
SCF:0000250	train_eligible	Q9XYU0	P49735	Q9XYU1	Q9VBI1	P33993	P49735	P25205	SCF:0000250|AD	SCF:0000250|AC	SCF:0000250|AR
SCF:0000251	train_eligible	Q9XYU0	P49735	Q9V461	Q9VBI1	P33993	P49735	Q9V461	SCF:0000251|AD	SCF:0000251|AC	SCF:0000251|AR
SCF:0000254	train_eligible	P62877	P40337	P63208	Q96L50	P62877	P40337	P63208	SCF:0000254|AD	SCF:0000254|AC	SCF:0000254|AR
SCF:0000255	train_eligible	P61769	Q6PJ56	P0DTU4	Q96L50	P61769	Q6PJ56	K7N5M4	SCF:0000255|AD	SCF:0000255|AC	SCF:0000255|AR
SCF:0000256	train_eligible	P61769	Q6PJ56	P60709	Q9BXJ9	P61769	Q6PJ56	P68134	SCF:0000256|AD	SCF:0000256|AC	SCF:0000256|AR
SCF:0000257	train_eligible	P61769	Q6PJ56	K7N5M4	Q9BXJ9	P61769	Q6PJ56	K7N5M4	SCF:0000257|AD	SCF:0000257|AC	SCF:0000257|AR
SCF:0000258	train_eligible	Q6PJ56	P61769	P01887	Q9BXJ9	Q6PJ56	P61769	P61769	SCF:0000258|AD	SCF:0000258|AC	SCF:0000258|AR
SCF:0000260	train_eligible	E1C9K6	A0A0M3KL13	Q9S7N7	E1C9K9	B8LEQ8	A0A0M3KL13	B6U534	SCF:0000260|AD	SCF:0000260|AC	SCF:0000260|AR
SCF:0000261	train_eligible	E1C9K6	A0A0M3KL13	E1C9L3	A0A0F6NGI2	B8LEQ8	A0A0M3KL13	E1C9L3	SCF:0000261|AD	SCF:0000261|AC	SCF:0000261|AR
SCF:0000262	train_eligible	P36578	Q9BXJ9	Q9NVU7	Q6PJ56	P36578	Q9BXJ9	Q9NVU7	SCF:0000262|AD	SCF:0000262|AC	SCF:0000262|AR
SCF:0000263	train_eligible	P36578	Q9BXJ9	Q9BZE4	Q6PJ56	P36578	Q9BXJ9	Q9BZE4	SCF:0000263|AD	SCF:0000263|AC	SCF:0000263|AR
SCF:0000264	train_eligible	P36578	Q9BXJ9	Q9Y262	P61769	P36578	Q9BXJ9	Q9Y262	SCF:0000264|AD	SCF:0000264|AC	SCF:0000264|AR
SCF:0000265	train_eligible	Q9BXJ9	P36578	P50579	P43627	Q9BXJ9	P36578	P50579	SCF:0000265|AD	SCF:0000265|AC	SCF:0000265|AR
SCF:0000266	train_eligible	P61769	P43627	P43629	P36578	P61769	P43627	P43629	SCF:0000266|AD	SCF:0000266|AC	SCF:0000266|AR
SCF:0000267	train_eligible	P61769	P43627	Q8N423	Q15369	P61769	P43627	Q8N423	SCF:0000267|AD	SCF:0000267|AC	SCF:0000267|AR
SCF:0000268	train_eligible	P63104	Q15369	P68431	P43627	P63104	Q15369	P02299	SCF:0000268|AD	SCF:0000268|AC	SCF:0000268|AR
SCF:0000269	train_eligible	Q15369	P63104	Q13084	O15514	Q15369	P63104	Q13084	SCF:0000269|AD	SCF:0000269|AC	SCF:0000269|AR
SCF:0000271	train_eligible	Q2V2P8	Q06675	P38313	P30665	Q2V2P8	Q06675	P38313	SCF:0000271|AD	SCF:0000271|AC	SCF:0000271|AR
SCF:0000272	train_eligible	Q2V2P8	Q06675	Q12493	P30665	Q2V2P8	Q06675	Q12493	SCF:0000272|AD	SCF:0000272|AC	SCF:0000272|AR
SCF:0000273	train_eligible	A0A4V8H007	A0A4V8H002	A0A4V8GZZ9	A0A4V8H004	A0A4V8H007	A0A4V8H004	A0A4V8GZZ9	SCF:0000273|AD	SCF:0000273|AC	SCF:0000273|AR
SCF:0000274	train_eligible	P47047	Q12277	P38792	P30665	P42285	Q12277	P38792	SCF:0000274|AD	SCF:0000274|AC	SCF:0000274|AR
SCF:0000275	train_eligible	Q12277	P47047	Q12149	P47076	Q12277	P42285	Q12149	SCF:0000275|AD	SCF:0000275|AC	SCF:0000275|AR
SCF:0000276	train_eligible	P01887	Q5R1F1	P01738	P04214	P61769	Q5R1F1	P01738	SCF:0000276|AD	SCF:0000276|AC	SCF:0000276|AR
SCF:0000277	train_eligible	Q5R1F1	P01887	P04214	Q99JY9	Q5R1F1	P61769	P04214	SCF:0000277|AD	SCF:0000277|AC	SCF:0000277|AR
SCF:0000288	train_eligible	P60002	O15514	A0A287ADR4	P63104	P60002	Q9VEA5	A0A8D1GCS3	SCF:0000288|AD	SCF:0000288|AC	SCF:0000288|AR
SCF:0000291	train_eligible	A6QRA1	O81097	Q9FJ98	Q9SUI7	Q8LE42	Q9M1A8	A0A4X1VEK9	SCF:0000291|AD	SCF:0000291|AC	SCF:0000291|AR
SCF:0000292	train_eligible	A0A0F6NGI2	P09911	P16002	E1C9L2	T1RIQ1	P07839	P16002	SCF:0000292|AD	SCF:0000292|AC	SCF:0000292|AR
SCF:0000293	train_eligible	P09911	A0A0F6NGI2	A0A0F6NFW5	A0A0M3KL13	P07839	T1RIQ1	A0T0M8	SCF:0000293|AD	SCF:0000293|AC	SCF:0000293|AR
SCF:0000294	train_eligible	P20436	P47076	P13393	P47047	C4R273	P47076	P13393	SCF:0000294|AD	SCF:0000294|AC	SCF:0000294|AR
SCF:0000295	train_eligible	P20436	P47076	P20433	P53063	C4R273	P47076	P20433	SCF:0000295|AD	SCF:0000295|AC	SCF:0000295|AR
SCF:0000296	train_eligible	P20436	P47076	P20435	P53256	C4R273	P47076	A0A4X1VEK9	SCF:0000296|AD	SCF:0000296|AC	SCF:0000296|AR
SCF:0000299	train_eligible	P63096	Q07325	P09341	P60900	P50148	Q07325	P09341	SCF:0000299|AD	SCF:0000299|AC	SCF:0000299|AR
SCF:0000300	train_eligible	P63096	Q07325	P48061	P60900	P50148	Q07325	P48061	SCF:0000300|AD	SCF:0000300|AC	SCF:0000300|AR
SCF:0000301	train_eligible	P0A8T7	P0ACJ8	P0AGB6	P0A7G2	P0A8T7	P0ACJ8	P0AGB6	SCF:0000301|AD	SCF:0000301|AC	SCF:0000301|AR
SCF:0000302	train_eligible	P0A8T7	P0ACJ8	P0A7W1	P0A7G2	P0A8T7	P0ACJ8	Q839E7	SCF:0000302|AD	SCF:0000302|AC	SCF:0000302|AR
SCF:0000303	train_eligible	P0A8T7	P0ACJ8	P0A7V3	P0A7G2	P0A8T7	P0ACJ8	P80372	SCF:0000303|AD	SCF:0000303|AC	SCF:0000303|AR
SCF:0000304	train_eligible	P0ACJ8	P0A8T7	P0A8V2	P0A7G2	P0ACJ8	P0A8T7	P0A8V2	SCF:0000304|AD	SCF:0000304|AC	SCF:0000304|AR
SCF:0000305	train_eligible	Q9BT73	P60900	P25788	Q07325	Q9BT73	P60900	P25788	SCF:0000305|AD	SCF:0000305|AC	SCF:0000305|AR
SCF:0000306	train_eligible	Q9BT73	P60900	P28066	Q07325	Q9BT73	P60900	P28066	SCF:0000306|AD	SCF:0000306|AC	SCF:0000306|AR
SCF:0000307	train_eligible	Q9BT73	P60900	P25786	Q8N5F4	Q9BT73	P60900	P25786	SCF:0000307|AD	SCF:0000307|AC	SCF:0000307|AR
SCF:0000308	train_eligible	P22139	P53063	P41896	P47076	C4R009	P53063	P41896	SCF:0000308|AD	SCF:0000308|AC	SCF:0000308|AR
SCF:0000309	train_eligible	P0DOX5	Q8N5F4	B9A064	P60900	Q6N030	G0YP42	G0YP42	SCF:0000309|AD	SCF:0000309|AC	SCF:0000309|AR
SCF:0000310	train_eligible	P0DOX5	Q8N5F4	P0DOX7	O15446	Q6N030	G0YP42	Q8TCD0	SCF:0000310|AD	SCF:0000310|AC	SCF:0000310|AR
SCF:0000312	train_eligible	Q8N5F4	P0DOX5	P01857	O15446	G0YP42	Q6N030	P01867	SCF:0000312|AD	SCF:0000312|AC	SCF:0000312|AR
SCF:0000314	train_eligible	Q8N5F4	P0DOX5	Q6N089	P20618	G0YP42	Q6N030	Q6N030	SCF:0000314|AD	SCF:0000314|AC	SCF:0000314|AR
SCF:0000315	train_eligible	Q22MV2	Q22R86	Q1HFV9	Q24CL2	Q22MV2	Q22R86	Q24DI9	SCF:0000315|AD	SCF:0000315|AC	SCF:0000315|AR
SCF:0000316	train_eligible	Q22MV2	Q22R86	W7XJB1	Q23YW7	Q22MV2	Q22R86	W7XJB1	SCF:0000316|AD	SCF:0000316|AC	SCF:0000316|AR
SCF:0000317	train_eligible	Q22MV2	Q22R86	Q1HFW2	Q240X9	Q22MV2	Q22R86	Q1HFW2	SCF:0000317|AD	SCF:0000317|AC	SCF:0000317|AR
SCF:0000323	train_eligible	P0DPB6	O15446	P05423	Q8N5F4	P0DPB6	O15446	P05423	SCF:0000323|AD	SCF:0000323|AC	SCF:0000323|AR
SCF:0000324	train_eligible	P0DPB6	O15446	Q9GZS1	P0DOX5	P0DPB6	O15446	Q9GZS1	SCF:0000324|AD	SCF:0000324|AC	SCF:0000324|AR
SCF:0000325	train_eligible	A0A3B6IU74	W5I035	W5BFB7	A0A3B6KRQ3	A0A3Q7I881	W5I035	W5BFB7	SCF:0000325|AD	SCF:0000325|AC	SCF:0000325|AR
SCF:0000327	train_eligible	P01887	P04214	P01738	Q5R1F1	P61769	P04214	P01738	SCF:0000327|AD	SCF:0000327|AC	SCF:0000327|AR
SCF:0000328	train_eligible	P04214	P01887	P01837	P61161	P04214	P61769	P01837	SCF:0000328|AD	SCF:0000328|AC	SCF:0000328|AR
SCF:0000329	train_eligible	P06505	A0A9R0K533	A0A9R0K7U8	A0A9R0JBX6	P06505	A0A9R0K533	A0A9R0K7U8	SCF:0000329|AD	SCF:0000329|AC	SCF:0000329|AR
SCF:0000330	train_eligible	O95456	P20618	P28066	P0DOX5	O95456	P20618	P28066	SCF:0000330|AD	SCF:0000330|AC	SCF:0000330|AR
SCF:0000331	train_eligible	O95456	P20618	P60900	P50148	O95456	P20618	P60900	SCF:0000331|AD	SCF:0000331|AC	SCF:0000331|AR
SCF:0000332	train_eligible	O95456	P20618	P25789	P50148	O95456	P20618	P23638	SCF:0000332|AD	SCF:0000332|AC	SCF:0000332|AR
SCF:0000333	train_eligible	P20618	O95456	P48556	P30989	P20618	O95456	P48556	SCF:0000333|AD	SCF:0000333|AC	SCF:0000333|AR
SCF:0000334	train_eligible	P20618	O95456	O14818	P30989	P20618	O95456	O14818	SCF:0000334|AD	SCF:0000334|AC	SCF:0000334|AR
SCF:0000335	train_eligible	P92276	A0A2K3E6S5	P12853	A8J353	P92276	A0A2K3E6S5	P12853	SCF:0000335|AD	SCF:0000335|AC	SCF:0000335|AR
SCF:0000336	train_eligible	A0A2K3CYB6	A8HUP3	A0A2K3DHV6	A8IJY7	A0A2K3CYB6	A8HUP3	A0A2K3DHV6	SCF:0000336|AD	SCF:0000336|AC	SCF:0000336|AR
SCF:0000337	train_eligible	P0A7W7	P0A7G2	P02358	P0ACJ8	Q83ER2	P0A7G2	Q83D76	SCF:0000337|AD	SCF:0000337|AC	SCF:0000337|AR
SCF:0000338	train_eligible	P0A7W7	P0A7G2	P0A7R9	P0A8T7	Q83ER2	P0A7G2	Q50296	SCF:0000338|AD	SCF:0000338|AC	SCF:0000338|AR
SCF:0000339	train_eligible	P0A7W7	P0A7G2	P0A7X3	P0A9E2	Q83ER2	P0A7G2	C3SRY2	SCF:0000339|AD	SCF:0000339|AC	SCF:0000339|AR
SCF:0000340	train_eligible	Q22A67	Q240X9	Q1HGH8	W7WX86	Q22A67	Q240X9	Q1HGH8	SCF:0000340|AD	SCF:0000340|AC	SCF:0000340|AR
SCF:0000341	train_eligible	Q22A67	Q240X9	Q24DI9	Q24DJ0	Q22A67	Q240X9	Q24DI9	SCF:0000341|AD	SCF:0000341|AC	SCF:0000341|AR
SCF:0000342	train_eligible	Q22A67	Q240X9	Q1HFV9	Q24DJ0	Q22A67	Q240X9	Q24DI9	SCF:0000342|AD	SCF:0000342|AC	SCF:0000342|AR
SCF:0000343	train_eligible	Q240X9	Q22A67	I7M9J2	Q22R86	Q240X9	Q22A67	I7M9J2	SCF:0000343|AD	SCF:0000343|AC	SCF:0000343|AR
SCF:0000349	train_eligible	Q24DJ0	W7WX86	I7MDA9	Q240X9	Q24DJ0	W7WX86	I7MDA9	SCF:0000349|AD	SCF:0000349|AC	SCF:0000349|AR
SCF:0000350	train_eligible	W7WX86	Q24DJ0	Q23YW7	Q240X9	W7WX86	Q24DJ0	Q23YW7	SCF:0000350|AD	SCF:0000350|AC	SCF:0000350|AR
SCF:0000351	train_eligible	W7WX86	Q24DJ0	I7LT80	Q22A67	W7WX86	Q24DJ0	I7LT80	SCF:0000351|AD	SCF:0000351|AC	SCF:0000351|AR
SCF:0000354	train_eligible	P30989	P50148	P29992	P20618	P30989	P50148	P50148	SCF:0000354|AD	SCF:0000354|AC	SCF:0000354|AR
SCF:0000355	train_eligible	P30989	P50148	P63096	P20618	P30989	P50148	P50148	SCF:0000355|AD	SCF:0000355|AC	SCF:0000355|AR
SCF:0000356	train_eligible	P50148	P30989	P32239	O95456	P50148	P30989	P32239	SCF:0000356|AD	SCF:0000356|AC	SCF:0000356|AR
SCF:0000357	train_eligible	P50148	P30989	P49683	O95456	P50148	P30989	P49683	SCF:0000357|AD	SCF:0000357|AC	SCF:0000357|AR
SCF:0000358	train_eligible	P50148	P30989	Q969F8	Q9NV88	P50148	P30989	Q969F8	SCF:0000358|AD	SCF:0000358|AC	SCF:0000358|AR
SCF:0000359	train_eligible	A8IH07	A8IXD6	A8IL21	A0A2K3DQ46	A8IH07	A8IXD6	A8IL21	SCF:0000359|AD	SCF:0000359|AC	SCF:0000359|AR
SCF:0000360	train_eligible	A8IH07	A8IXD6	A8IJ60	A0A2K3DQ46	A8IH07	A8IXD6	A8IJ60	SCF:0000360|AD	SCF:0000360|AC	SCF:0000360|AR
SCF:0000361	train_eligible	A8IXD6	A8IH07	A8IJ60	A0A2K3DLI2	A8IXD6	A8IH07	A8IJ60	SCF:0000361|AD	SCF:0000361|AC	SCF:0000361|AR
SCF:0000362	train_eligible	A8IXD6	A8IH07	A8IL21	A0A2K3DLI2	A8IXD6	A8IH07	A8IL21	SCF:0000362|AD	SCF:0000362|AC	SCF:0000362|AR
SCF:0000363	train_eligible	P47047	P53256	P38801	P47076	P42285	P53256	P38801	SCF:0000363|AD	SCF:0000363|AC	SCF:0000363|AR
SCF:0000364	train_eligible	Q9BQ15	Q9NV88	Q5TA45	P30989	Q9BQ15	Q9NV88	Q5TA45	SCF:0000364|AD	SCF:0000364|AC	SCF:0000364|AR
SCF:0000366	train_eligible	P29496	P54791	P54790	Q12509	P29496	P54791	P54790	SCF:0000366|AD	SCF:0000366|AC	SCF:0000366|AR
SCF:0000367	train_eligible	P29496	P54791	P32833	P02309	P29496	P54791	P32833	SCF:0000367|AD	SCF:0000367|AC	SCF:0000367|AR
SCF:0000368	train_eligible	P54791	P29496	P29469	Q02792	P54791	P29496	P29469	SCF:0000368|AD	SCF:0000368|AC	SCF:0000368|AR
SCF:0000369	train_eligible	P54791	P29496	P24279	P40352	P54791	P29496	P24279	SCF:0000369|AD	SCF:0000369|AC	SCF:0000369|AR
SCF:0000370	train_eligible	P54791	P29496	P53091	Q04307	P54791	P29496	P53091	SCF:0000370|AD	SCF:0000370|AC	SCF:0000370|AR
SCF:0000372	train_eligible	P02309	Q12509	P53298	P54791	P62805	Q12509	P53298	SCF:0000372|AD	SCF:0000372|AC	SCF:0000372|AR
SCF:0000373	train_eligible	Q12509	P02309	P61830	P54791	Q12509	P62805	P02299	SCF:0000373|AD	SCF:0000373|AC	SCF:0000373|AR
SCF:0000382	train_eligible	P41227	P84098	G1SGX4	Q03431	P41227	P84098	G1SGX4	SCF:0000382|AD	SCF:0000382|AC	SCF:0000382|AR
SCF:0000383	train_eligible	P84098	P41227	Q9UKD2	Q03431	P84098	P41227	Q9UKD2	SCF:0000383|AD	SCF:0000383|AC	SCF:0000383|AR
SCF:0000389	train_eligible	P59768	Q03431	Q16602	P84098	P59768	Q03431	Q16602	SCF:0000389|AD	SCF:0000389|AC	SCF:0000389|AR
SCF:0000390	train_eligible	P59768	Q03431	Q9UP38	P41227	P59768	Q03431	Q9UP38	SCF:0000390|AD	SCF:0000390|AC	SCF:0000390|AR
SCF:0000391	train_eligible	P59768	Q03431	P21728	Q16531	P59768	Q03431	P21728	SCF:0000391|AD	SCF:0000391|AC	SCF:0000391|AR
SCF:0000392	train_eligible	Q2FW16	Q2FW08	Q2FXS8	Q2G113	A0A063X754	Q2FW08	Q2FXS8	SCF:0000392|AD	SCF:0000392|AC	SCF:0000392|AR
SCF:0000393	train_eligible	Q2FW16	Q2FW08	Q2FW11	Q2FW20	A0A063X754	Q2FW08	P42060	SCF:0000393|AD	SCF:0000393|AC	SCF:0000393|AR
SCF:0000394	train_eligible	Q2FW16	Q2FW08	Q931G5	Q2FW20	A0A063X754	Q2FW08	P21471	SCF:0000394|AD	SCF:0000394|AC	SCF:0000394|AR
SCF:0000395	train_eligible	A0A0M3KL10	E1C9L2	E1C9L1	P09911	A0A0M3KL10	E1C9L2	E1C9L1	SCF:0000395|AD	SCF:0000395|AC	SCF:0000395|AR
SCF:0000396	train_eligible	W7XJB1	I7M9J2	Q22A67	Q24C31	W7XJB1	I7M9J2	Q22A67	SCF:0000396|AD	SCF:0000396|AC	SCF:0000396|AR
SCF:0000398	train_eligible	Q9F1K9	Q8DMP8	Q8DHJ2	Q8DKF5	P19054	Q8DMP8	Q8DHJ2	SCF:0000398|AD	SCF:0000398|AC	SCF:0000398|AR
SCF:0000399	train_eligible	Q9F1K9	Q8DMP8	D0VWR5	Q8DG60	P19054	Q8DMP8	Q8DHJ2	SCF:0000399|AD	SCF:0000399|AC	SCF:0000399|AR
SCF:0000400	train_eligible	Q9F1K9	Q8DMP8	Q9F1R6	Q8DIF8	P19054	Q8DMP8	Q9F1R6	SCF:0000400|AD	SCF:0000400|AC	SCF:0000400|AR
SCF:0000404	train_eligible	P62877	Q16531	Q86VP6	Q03431	P62877	Q16531	Q86VP6	SCF:0000404|AD	SCF:0000404|AC	SCF:0000404|AR
SCF:0000405	train_eligible	P62877	Q16531	Q93034	Q9NV88	P62877	Q16531	Q93034	SCF:0000405|AD	SCF:0000405|AC	SCF:0000405|AR
SCF:0000406	train_eligible	Q6P4I2	Q9NV88	Q5TA45	Q16531	Q6P4I2	Q9NV88	Q5TA45	SCF:0000406|AD	SCF:0000406|AC	SCF:0000406|AR
SCF:0000414	train_eligible	A0A1S3XP85	A0A1S3YXM6	A0A1S3ZSI0	A0A1S4CKK0	A0A1S3X2G3	A0A9R0JF29	A0A1S3ZSI0	SCF:0000414|AD	SCF:0000414|AC	SCF:0000414|AR
SCF:0000415	train_eligible	A0A1S3YXM6	A0A1S3XP85	A0A1S3YEW3	A0A1S3X147	A0A9R0JF29	A0A1S3X2G3	A0A1S3YEW3	SCF:0000415|AD	SCF:0000415|AC	SCF:0000415|AR
SCF:0000416	train_eligible	A0A1S3YXM6	A0A1S3XP85	A0A1S3YU01	A0A1S3X147	A0A9R0JF29	A0A1S3X2G3	A0A1S3YU01	SCF:0000416|AD	SCF:0000416|AC	SCF:0000416|AR
SCF:0000417	train_eligible	P20435	Q02792	P22138	P29496	A0A4X1VEK9	C4R5R1	P22138	SCF:0000417|AD	SCF:0000417|AC	SCF:0000417|AR
SCF:0000418	train_eligible	C4R7L2	C4QXY9	F2QQ42	C4R5R1	P37382	C4QXY9	F2QQ42	SCF:0000418|AD	SCF:0000418|AC	SCF:0000418|AR
SCF:0000419	train_eligible	Q92966	O15160	Q16533	O14625	Q92966	O15160	Q16533	SCF:0000419|AD	SCF:0000419|AC	SCF:0000419|AR
SCF:0000420	train_eligible	P27999	P40352	P27692	P29496	C4QY79	P40352	P27692	SCF:0000420|AD	SCF:0000420|AC	SCF:0000420|AR
SCF:0000424	train_eligible	I7MG46	Q24C31	Q23YW7	I7M9J2	I7MG46	Q24C31	Q23YW7	SCF:0000424|AD	SCF:0000424|AC	SCF:0000424|AR
SCF:0000425	train_eligible	I7MG46	Q24C31	Q23S05	Q24CE5	I7MG46	Q24C31	Q23S05	SCF:0000425|AD	SCF:0000425|AC	SCF:0000425|AR
SCF:0000426	train_eligible	I7MG46	Q24C31	A4VD15	Q22R86	I7MG46	Q24C31	A4VD15	SCF:0000426|AD	SCF:0000426|AC	SCF:0000426|AR
SCF:0000427	train_eligible	Q24C31	I7MG46	I7LT80	Q22R86	Q24C31	I7MG46	I7LT80	SCF:0000427|AD	SCF:0000427|AC	SCF:0000427|AR
SCF:0000428	train_eligible	Q24C31	I7MG46	Q24DJ0	I7M6H4	Q24C31	I7MG46	Q24DJ0	SCF:0000428|AD	SCF:0000428|AC	SCF:0000428|AR
SCF:0000429	train_eligible	P63096	O14625	P09341	O15160	P50148	O14625	P09341	SCF:0000429|AD	SCF:0000429|AC	SCF:0000429|AR
SCF:0000430	train_eligible	P63096	O14625	P48061	O14818	P50148	O14625	P48061	SCF:0000430|AD	SCF:0000430|AC	SCF:0000430|AR
SCF:0000431	train_eligible	P40359	P29469	P29496	Q04307	P40359	P29469	P29496	SCF:0000431|AD	SCF:0000431|AC	SCF:0000431|AR
SCF:0000432	train_eligible	P40359	P29469	P24279	P13393	P40359	P29469	P24279	SCF:0000432|AD	SCF:0000432|AC	SCF:0000432|AR
SCF:0000433	train_eligible	P40359	P29469	P38132	P13393	P40359	P29469	P38132	SCF:0000433|AD	SCF:0000433|AC	SCF:0000433|AR
SCF:0000438	train_eligible	A0A3B6IU74	A0A3B6KRQ3	W5C8N6	W5I035	A0A3Q7I881	A0A3B6KRQ3	A0A3Q7HSH1	SCF:0000438|AD	SCF:0000438|AC	SCF:0000438|AR
SCF:0000439	train_eligible	A0A3B6IU74	A0A3B6KRQ3	A0A3B6RED0	W5FPA7	A0A3Q7I881	A0A3B6KRQ3	A0A3B6RED0	SCF:0000439|AD	SCF:0000439|AC	SCF:0000439|AR
SCF:0000440	train_eligible	Q9BT73	O14818	P28066	O14625	Q9BT73	O14818	P28066	SCF:0000440|AD	SCF:0000440|AC	SCF:0000440|AR
SCF:0000441	train_eligible	Q9BT73	O14818	P25786	Q9HAD4	Q9BT73	O14818	P25786	SCF:0000441|AD	SCF:0000441|AC	SCF:0000441|AR
SCF:0000442	train_eligible	Q9BT73	O14818	P25788	Q9HAD4	Q9BT73	O14818	P25788	SCF:0000442|AD	SCF:0000442|AC	SCF:0000442|AR
SCF:0000443	train_eligible	P84077	Q9HAD4	P04439	O14818	P84077	Q9HAD4	Q861F7	SCF:0000443|AD	SCF:0000443|AC	SCF:0000443|AR
SCF:0000444	train_eligible	P84077	Q9HAD4	P36578	O14818	P84077	Q9HAD4	P36578	SCF:0000444|AD	SCF:0000444|AC	SCF:0000444|AR
SCF:0000445	train_eligible	P84077	Q9HAD4	P35585	Q96GM5	P84077	Q9HAD4	P35585	SCF:0000445|AD	SCF:0000445|AC	SCF:0000445|AR
SCF:0000446	train_eligible	A0A4V8H005	A0A4V8H004	A0A4V8GZZ9	A0A4V8H002	A0A4V8H005	A0A4V8H004	A0A4V8GZZ9	SCF:0000446|AD	SCF:0000446|AC	SCF:0000446|AR
SCF:0000448	train_eligible	P68431	Q96GM5	Q12432	Q9HAD4	P02299	Q96GM5	Q12432	SCF:0000448|AD	SCF:0000448|AC	SCF:0000448|AR
SCF:0000449	train_eligible	P68431	Q96GM5	Q9Y230	Q7KZ85	P02299	Q96GM5	Q9Y230	SCF:0000449|AD	SCF:0000449|AC	SCF:0000449|AR
SCF:0000450	train_eligible	A0A3Q7G7F0	A0A3Q7I881	K4ATQ2	A0A3Q7HSH1	A0A3B6KRQ3	A0A3Q7I881	O15612	SCF:0000450|AD	SCF:0000450|AC	SCF:0000450|AR
SCF:0000451	train_eligible	A0A3Q7I881	A0A3Q7G7F0	A0A3Q7HSH1	A0A3Q7H1U4	A0A3Q7I881	A0A3B6KRQ3	A0A3Q7HSH1	SCF:0000451|AD	SCF:0000451|AC	SCF:0000451|AR
SCF:0000452	train_eligible	P60002	Q7KZ85	I3LGP4	Q96GM5	P60002	Q7KZ85	I3LGP4	SCF:0000452|AD	SCF:0000452|AC	SCF:0000452|AR
SCF:0000453	train_eligible	P60002	Q7KZ85	P30876	P07992	P60002	Q7KZ85	I3LGP4	SCF:0000453|AD	SCF:0000453|AC	SCF:0000453|AR
SCF:0000454	train_eligible	A0A2K3DZD9	A0A2K3DQ46	A0A2K3DHV6	A8IXD6	A0A2K3DZD9	A0A2K3DQ46	A0A2K3DHV6	SCF:0000454|AD	SCF:0000454|AC	SCF:0000454|AR
SCF:0000455	train_eligible	A0A2K3DZD9	A0A2K3DQ46	A0A2K3DLF7	A8IXD6	A0A2K3DZD9	A0A2K3DQ46	A0A2K3DLF7	SCF:0000455|AD	SCF:0000455|AC	SCF:0000455|AR
SCF:0000459	train_eligible	Q1HGH9	Q1HFX1	Q1HGH8	Q1HFW0	Q1HGH9	A8IY95	Q1HGH8	SCF:0000459|AD	SCF:0000459|AC	SCF:0000459|AR
SCF:0000461	train_eligible	P20436	Q04307	P27999	P29496	C4R273	Q9Y2Y1	C4QY79	SCF:0000461|AD	SCF:0000461|AC	SCF:0000461|AR
SCF:0000462	train_eligible	P20436	Q04307	P32529	P29469	C4R273	Q9Y2Y1	P32529	SCF:0000462|AD	SCF:0000462|AC	SCF:0000462|AR
SCF:0000463	train_eligible	Q92759	P07992	P23025	Q7KZ85	Q92759	P07992	P23025	SCF:0000463|AD	SCF:0000463|AC	SCF:0000463|AR
SCF:0000465	train_eligible	Q99471	P78371	P50991	Q9UJX3	Q99471	Q3ZBH0	P50991	SCF:0000465|AD	SCF:0000465|AC	SCF:0000465|AR
SCF:0000466	train_eligible	Q99471	P78371	P49368	Q9UJX3	Q99471	Q3ZBH0	Q3T0K2	SCF:0000466|AD	SCF:0000466|AC	SCF:0000466|AR
SCF:0000467	train_eligible	Q99471	P78371	P40227	Q9UJX3	Q99471	Q3ZBH0	P40227	SCF:0000467|AD	SCF:0000467|AC	SCF:0000467|AR
SCF:0000470	train_eligible	C4M5A0	C4LXM0	C4M0Z2	A0A175JJM9	C4M5A0	C4LXM0	C4M0Z2	SCF:0000470|AD	SCF:0000470|AC	SCF:0000470|AR
SCF:0000472	train_eligible	Q9H1A4	Q9UJX3	Q9UJX2	P78371	Q9H1A4	Q9UJX3	Q9UJX2	SCF:0000472|AD	SCF:0000472|AC	SCF:0000472|AR
SCF:0000473	train_eligible	Q9H1A4	Q9UJX3	Q13042	P78371	Q9H1A4	Q9UJX3	Q13042	SCF:0000473|AD	SCF:0000473|AC	SCF:0000473|AR
SCF:0000474	train_eligible	Q9H1A4	Q9UJX3	Q9UJX6	P78371	Q9H1A4	Q9UJX3	Q9UJX6	SCF:0000474|AD	SCF:0000474|AC	SCF:0000474|AR
SCF:0000477	train_eligible	P24482	P29469	P24279	P13393	P24482	P29469	P24279	SCF:0000477|AD	SCF:0000477|AC	SCF:0000477|AR
SCF:0000478	train_eligible	P24482	P29469	Q08032	P04051	P24482	P29469	Q08032	SCF:0000478|AD	SCF:0000478|AC	SCF:0000478|AR
SCF:0000479	train_eligible	P29469	P24482	P32833	P04051	P29469	P24482	P32833	SCF:0000479|AD	SCF:0000479|AC	SCF:0000479|AR
