sequence_no	protein_a	a_id	a_taxid	protein_b	b_id	b_taxid	negative_relation	assay_normalized	assay_reported_original	evidence_text_en	previous_sentence_en	next_sentence_en	pmid	pmcid	article_title	best_evidence_id	pair2_key	claim_id	candidate_id	rule_tier_v2	canonical_pair_label_v2	experimental_object_scope_v2	rule_reasons_v2	rule_tags_v2	model_is_experimental	model_is_direct_binding_assay	positive_conflict_scope	mentions_construct	mentions_isoform	mentions_positive_control	mentions_purified_components	rule_scope_signal_v2	rule_context_signal_v2	selection_score	evidence_semantics	accession_a	accession_b	mapping_status_a	mapping_status_b	pair_mapping_status	reliable_reported_taxon_mapping	manual_verified_negative	direct_assay_negative	sequence_available	len_a	len_b	sequence_source_a	sequence_source_b	pair_tokens	pair_fits_1024	human_human	exact_negatome_pair_overlap	exact_string_positive_overlap	negative_score_id	score
406	OPTN	10133	9606	TBKBP1	9755	9606	no_binding	pull_down	pull-down	While 3FLAG-OPTN pulled down TBK1, it did not interact with either AZI2 or TBKBP1 (Fig.	1C).	1C).	39276928	PMC11490886	TBK1 adaptor AZI2/NAP1 regulates NDP52-driven mitochondrial autophagy	CLAIM:000142573:0-1	PAIR2:GENE:10133|GENE:9755	CLAIM:000142573	9c17b7a2b46524ef9d67238b29d1cdf84244203b	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay	negative_control	1	1	none_detected	1	0	0	0	0	0	95.0	other_direct_binding	Q96CV9	A7MCY6	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	577	615	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	1195	0	1	0	0	PN6:0406:negative	0.002059
411	Bam32	27071	9606	Pak2	5062	9606	no_binding	pull_down	unknown	In contrast to Pak1, Pak2 did not bind Bam32 confirming the previous KD experiment.	The pulldown experiment demonstrates that Bam32(DeltaPH)-HPK1 and Bam32(DeltaPH)-Pak1 interactions are dependent on PLC-gamma1, as neither kinase co-precipitated with Bam32 in Jgamma1 cells.	A similar pulldown was performed with JE6.1 lysates immunodepleted of PLC-gamma1.	22981863	PMC3483363	LAT-Independent Erk Activation via Bam32-PLC-gamma1-Pak1 Complexes: GTPase-Independent Pak1 Activation	CLAIM:000307618:0-1	PAIR2:GENE:27071|GENE:5062	CLAIM:000307618	a627b092aec2af7a1dece81e2cda7a395cce4e6a	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	95.0	other_direct_binding	Q9UN19	Q13177	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	280	524	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	807	1	1	0	0	PN6:0411:negative	0.000383
412	UHRF1	29128	9606	H2A	8337	9606	no_binding	pull_down	pull-down	UHRF1 also showed little or no binding to unmodified or methylated histone H4 (Figure 1B, lanes 18, 19-23), and to unmodified H2A or H2B (aa 1-21) (Figure 1B, lanes 24-25).	As shown in Figure 1B, UHRF1 specifically and robustly binds the unmodified, N-terminal histone H3 tail (aa 1-21) (lane 4), but not the more internal sequence of H3, either unmodified (aa 15-35, lane 5) or methylated on R17 (aa 15-35, lanes 16-17).	Importantly, di- or trimethylation of H3K4 and H3K9, as well as H3R8 dimethylation, by and large did not significantly affect binding (Figure 1B, lanes 9-15).	21777816	PMC4691841	PHD Finger Recognition of Unmodified Histone H3R2 Links UHRF1 to Regulation of Euchromatic Gene Expression	CLAIM:000184192:0-1	PAIR2:GENE:29128|GENE:8337	CLAIM:000184192	b95f866a463e198921451ae8854a27102ca9aa13	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	95.0	other_direct_binding	Q96T88	Q6FI13	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	793	130	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	926	1	1	0	0	PN6:0412:negative	0.997847
413	MBP	4155	9606	Pex5	5830	9606	no_binding	pull_down	pull-down	MBP alone does not bind Pex5 (Supplementary Figure 9)	MBP-Pex15 and Pex5 migrate similarly, so the presence of Pex5 was determined by imaging its fluorescein label.		29321502	PMC5762779	The peroxisomal AAA-ATPase Pex1/Pex6 unfolds substrates by processive threading	CLAIM:000240519:0-1	PAIR2:GENE:4155|GENE:5830	CLAIM:000240519	211a9d86b21521d14d1a22dfa1414dc22a849349	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	95.0	other_direct_binding	P02686	P50542	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	304	639	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	946	1	1	0	0	PN6:0413:negative	0.000749
418	iRHOM1	13650	10090	K16	3868	9606	no_binding	pull_down	pull-down	It has previously been reported that both iRHOM2 and its rhomboid family member iRHOM1 can bind ADAM17 (ref.); however, K16 did not bind iRHOM1 in pull-down assays using TOC and CTRL cells (Fig.	2d).	2d and Supplementary Fig.	28128203	PMC5290154	Rhomboid family member 2 regulates cytoskeletal stress-associated Keratin 16	CLAIM:000025978:0-1	PAIR2:GENE:13650|GENE:3868	CLAIM:000025978	dcbeabc415834015e2e3ab82d8ed0d2e1cbdeb47	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	95.0	other_direct_binding	Q6PIX5	P08779	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	856	473	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/12.codebuddy/bridge/data/uniprot_sprot.fasta.gz	1332	0	0	0	0	PN6:0418:negative	0.004863
432	Myo1c	17913	10090	Cdh23	22295	10090	no_binding	in_vitro_binding_unspecified	in situ binding assay	In addition, Myo1c does not bind to stereocilia from mice whose hair cells lack Cdh23 protein despite the presence of PIP2 in the stereociliary membranes.	Binding of Myo1c to stereociliary tips of cochlear and vestibular hair cells is disrupted by treatments that break tip links.	Collectively, our data suggest that Myo1c and Cdh23 interact at the tips of hair-cell stereocilia and that this interaction is modulated by CaM.	17050716	PMC6674754	Stereociliary myosin-1c receptors are sensitive to calcium chelation and absent from cadherin 23 mutant mice.	CLAIM:000068198:0-1	PAIR2:GENE:17913|GENE:22295	CLAIM:000068198	e7d4527be9a882000f938f4b6c61104e6d713000	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	94.0	other_direct_binding	Q9WTI7	Q99PF4	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	1063	3354	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	4420	0	0	0	0	PN6:0432:negative	0.000145
434	CCR1	1230	9606	CCL3	6348	9606	no_binding	in_vitro_binding_unspecified	binding assay	In contrast, no binding of CCL3 or competition with CCL14 was observed when CCR1-expressing membranes were replaced with untransfected HEK293 membranes.	Figure 4 shows a representative SPA assay for CCR1, and demonstrates that unlabeled CCL14 competes with 125I-CCL3 or a combination of CCL3-biotin/125I-streptavidin for binding to HEK293 membranes containing CCR1 with a similar affinity (IC50= 2.6nM versus 0.9nM for displacement of 125I-CCL3 or CCL3-biotin/125I- streptavidin respectively).	In addition, the 125I-Streptavidin signal was CCL3-biotin dependent and while the highest signal was observed with a 4:1 ratio of chemokine to streptavidin, avidity effects due to the tetrameric state of streptavidin were not observed.	21632261	PMC3126891	A RAPID AND EFFICIENT WAY TO OBTAIN MODIFIED CHEMOKINES FOR FUNCTIONAL AND BIOPHYSICAL STUDIES	CLAIM:000334673:0-1	PAIR2:GENE:1230|GENE:6348	CLAIM:000334673	1d6be7b6c15adec7a78a660a887af50c30e8aa3e	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	94.0	other_direct_binding	P32246	P10147	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	355	92	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	450	1	1	0	0	PN6:0434:negative	0.886773
440	Robo1	19876	10090	Sema3F	20350	10090	no_binding	in_vitro_binding_unspecified	binding assay	In contrast, Sema3F did not bind to Robo1-transfected cells (Fig.	In agreement with previous results, Sema3F bound strongly Nrp2-transfected cells.	8A).	21508241	PMC3088089	Robo1 regulates semaphorin signaling to guide the migration of cortical interneurons through the ventral forebrain	CLAIM:000027607:0-1	PAIR2:GENE:19876|GENE:20350	CLAIM:000027607	31df44ccfceed523e2f8e0802f33c0e220c2bc2b	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	94.0	other_direct_binding	O89026	O88632	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	1612	785	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/12.codebuddy/bridge/data/uniprot_sprot.fasta.gz	2400	0	0	0	0	PN6:0440:negative	0.002303
441	Robo1	19876	10090	Sema3A	20346	10090	no_binding	in_vitro_binding_unspecified	AP binding assay	To assess the ability of Sema3A to bind to Robo1, we repeated the AP binding assay using Sema3A-AP, and observed strong binding to Nrp1-transfected, but no binding to Robo1 expressing cells (Fig.	8B).	8B).	21508241	PMC3088089	Robo1 regulates semaphorin signaling to guide the migration of cortical interneurons through the ventral forebrain	CLAIM:000027608:0-1	PAIR2:GENE:19876|GENE:20346	CLAIM:000027608	8634f854293a4690272a4e9bc7e7b0af7e792592	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	94.0	other_direct_binding	O89026	O08665	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	1612	772	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	2387	0	0	0	0	PN6:0441:negative	0.000898
442	histone	24829	10116	ASTP	79223	10116	no_binding	in_vitro_binding_unspecified	binding assay	ASTP did not bind to histone-agarose that had been pretreated with pyridoxal 5'-phosphate and then reduced with sodium borohydride.	Pyridoxal 5'-phosphate (10 mM) inhibited the binding of ASTP to histone-agarose, whereas 10 mM pyridoxal, pyridoxamine 5'-phosphate, pyridoxamine, and pyridoxine were not inhibitory.	In contrast, ASTP pretreated in the same way could bind to histone-agarose.	2912694		Properties of an adenosine triphosphate-stimulated factor that enhances the nuclear binding of activated glucocorticoid-receptor complex: binding to histone-agarose.	CLAIM:000175165:0-1	PAIR2:GENE:24829|GENE:79223	CLAIM:000175165	649ac21cc24533b2c8e679dbf8d47372e6b9ff54	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	94.0	other_direct_binding	Q00729	Q63060	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	127	559	/data/chs/12.codebuddy/bridge/data/uniprot_sprot.fasta.gz	/data/chs/12.codebuddy/bridge/data/uniprot_sprot.fasta.gz	689	1	0	0	0	PN6:0442:negative	6.5e-05
444	FcepsilonRI	2205	9606	PD-L2	58205	10090	no_binding	in_vitro_binding_unspecified	binding assay	FcepsilonRI+ KIT+ BMMCs did not bind IgG2a or PD-L2-Fc (Figure 5A upper).	We next determined whether sTIM-4 bound BMMCs.	The BMMCs bound TIM-4-Fc, which was blocked by preincubation with anti-TIM-4 mAb (Figure 5A upper).	41199880	PMC12587861	TIM-4 Regulates Allergic Airway Inflammation and Mast Cell Activation by Binding to CD300b	CLAIM:000246958:0-1	PAIR2:GENE:2205|GENE:58205	CLAIM:000246958	7952285c3dfea8701d35118698540f6793a303cd	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	94.0	other_direct_binding	P12319	Q9WUL5	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	257	247	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	507	1	0	0	0	PN6:0444:negative	0.990535
460	TSP-1	7057	9606	vWF	7450	9606	no_binding	in_vitro_binding_unspecified	binding assay	There was no binding of TSP-1 to wells not coated with vWF.	Complex formation increased with increasing NEM concentration.		11413189	PMC2193294	Control of Von Willebrand Factor Multimer Size by Thrombospondin-1	CLAIM:000030567:0-1	PAIR2:GENE:7057|GENE:7450	CLAIM:000030567	6c88022f93ebd753f5ca74f26c58bcc6f25c03f4	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	94.0	other_direct_binding	P07996	P04275	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	1170	2813	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	3986	0	1	0	0	PN6:0460:negative	0.951071
461	AP1	3726	9606	OAT	4942	9606	no_binding	in_vitro_binding_unspecified	in vitro binding assay	We found that AP1 itself did not bind to OAT in vitro (Fig.	Our identification of artemisinin targets sheds light on how artemisinin kills the parasite but also provides in vitro models to study how artemisinin is activated, particularly whether haem or free ferrous iron is the prerequisite for drug activation.	4a).	26694030	PMC4703832	Haem-activated promiscuous targeting of artemisinin in Plasmodium falciparum	CLAIM:000119818:0-1	PAIR2:GENE:3726|GENE:4942	CLAIM:000119818	faee83bc78dce56164dcfaea746823bfc214021d	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	94.0	other_direct_binding	P17275	P04181	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	347	439	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	789	1	1	0	0	PN6:0461:negative	6.6e-05
465	TIP47	10226	9606	Rab9	56382	10090	no_binding	in_vitro_binding_unspecified	in vitro binding assay	However, subsequent reports showed that TIP47 does not colocalize with MPR or Rab9, does not bind Rab9 in vitro, or affect the trafficking or function of MPRs.	TIP47, also known as mannose-6-phosphate receptor (MPR) binding protein 1, was first described as having a role in the retrograde traffic of MPRs from late endosomes to the TGN via binding to Rab9.	Instead, TIP47 appears to be involved in the biogenesis of lipid droplets, although early reports were not entirely consistent.	21762802	PMC3139147	HIV-1 Envelope Glycoprotein Biosynthesis, Trafficking, and Incorporation	CLAIM:000195983:0-1	PAIR2:GENE:10226|GENE:56382	CLAIM:000195983	1a298568d846cbe5bf53566d05e17bae7ff4d60a	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	94.0	other_direct_binding	O60664	Q9R0M6	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	434	201	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	638	1	0	0	0	PN6:0465:negative	0.997441
467	AXL	558	9606	PROS1	5627	9606	no_binding	in_vitro_binding_unspecified	binding assay	Consistent with the failure of Pros1 to activate Axl in culture (Figure 2E,F), we detected no binding of Pros1 to Axl-expressing MEFs (data not shown).	In related work, we have found that these properties are also exceptionally important to Gas6-Axl binding and signaling in tissues in vivo, where Gas6 appears to be specifically and constitutively bound to Axl without significant activation of the receptor.		25265470	PMC4206827	Differential TAM receptor-ligand-phospholipid interactions delimit differential TAM bioactivities	CLAIM:000255651:0-1	PAIR2:GENE:558|GENE:5627	CLAIM:000255651	7e6754b3330c064d334ae4d9a8092d82a85e716e	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	94.0	other_direct_binding	P30530	P07225	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	894	676	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	1573	0	1	0	0	PN6:0467:negative	0.001397
469	Contactin-6	27255	9606	APP	351	9606	no_binding	in_vitro_binding_unspecified	in vitro binding assay	Contactin-6 does not bind to APP in vitro, and this interaction has not thus far been identified in vivo, potentially making contactin-6 unique within the contactin family.	Contactin-1 and -2 show little to no binding to APP in these in vitro assays, suggesting additional factors may mediate such interactions in the brain.		35959488	PMC9360506	Amyloid precursor protein (APP) and amyloid beta (Abeta) interact with cell adhesion molecules: Implications in Alzheimer's disease and normal physiology	CLAIM:000236874:0-1	PAIR2:GENE:27255|GENE:351	CLAIM:000236874	3a1cb5cf7a7a3b703b711e1c79a1177fe3204ee6	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	94.0	other_direct_binding	Q9UQ52	P05067	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	1028	770	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	1801	0	1	0	0	PN6:0469:negative	0.049446
478	Fabp4	2167	9606	lamin A	4000	9606	no_binding	in_vitro_binding_unspecified	peptide binding assay	Fabp4 and Gins3: significantly higher lamin A/C association in IL10-KO muscle and heart, respectively, but no detectable binding to lamin A			37936983	PMC10626543	Native lamin A/C proteomes and novel partners from heart and skeletal muscle in a mouse chronic inflammation model of human frailty	CLAIM:000279957:0-1	PAIR2:GENE:2167|GENE:4000	CLAIM:000279957	3fcc3a8db601e971341f6d0efc4d171b2db300ff	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	94.0	other_direct_binding	P15090	P02545	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	132	664	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	799	1	1	0	0	PN6:0478:negative	0.003636
490	NINJA	829012	3702	MYC2	840158	3702	no_interaction	pull_down	pull-down	NINJA-GFP did not interact with NINJA-MBP, COI1-MBP or MYC2-MBP in these pull-down experiments (Supplementary Fig.	3b).	3b).	20360743	PMC2849182	NINJA connects the co-repressor TOPLESS to jasmonate signalling	CLAIM:000098447:0-1	PAIR2:GENE:829012|GENE:840158	CLAIM:000098447	7ffc5f6b83c4d8e2812e41e6dd8eda69c0d3ede5	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	93.0	other_direct_binding	Q9SV55	Q39204	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	425	623	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	1051	0	0	0	0	PN6:0490:negative	0.001279
499	Gal-8	3964	9606	CD98hc	6520	9606	no_interaction	pull_down	pull-down	CD98hc does not interact with Gal-8, Gal-8N, or Gal-8C after treatment with tunicamycin			40205944	PMC12130729	CD98hc, a novel of galectin-8 receptor, binds to galectin-8 in an N-glycosylation-dependent manner	CLAIM:000212084:0-1	PAIR2:GENE:3964|GENE:6520	CLAIM:000212084	1bc49457ab036fd2acafe5873e282bf07ef244f7	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	93.0	other_direct_binding	O00214	P08195	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	317	529	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	849	1	1	0	0	PN6:0499:negative	0.993678
