ac_id	protein_a	protein_c	qid_a	qid_c	family_a	family_c	pdb_id	assembly_id	tax_id	score	len_a	len_c	pair_tokens	truncated	train_pair	n_train_proteins	core_flag	assembly_size_stratum	num_protein_chains	min_heavy	min_cb	n_pdb	kmer_jaccard	human	bridge_contact_strength	train_identity_a	train_identity_c	train_familiarity	familiarity_bin	proximity_bin	association_class	association_plus
AC:000099	P02309	P47128	Qc06b54aee9b2c462ac5bd044ce4056dc5c2fc14a	Qf4bfa4cdc26f2f922c7c79debfef2a16e1ac632e	P62805	P47128	8x2z	1	559292	0.999858	103	113	219	0	0	0	1	11_24	12	12.295	15.601	4	0.015	0	5	92.2	0.0	0.0	0-20	8-15 A	no_recorded_association	0
AC:000100	G0RZG4	G0S1P1	Qdce27ec69812e4a7019afae57d33720105cd62be	Qd6359a2737b76cf060cf70dbedbc2c0ada726626	G0RZG4	G0S1P1	8pel	1	759272	0.999263	413	357	773	0	0	0	1	3_10	9	9.996	10.708	2	0.070254111	0	128	0.0	27.2	0.0	0-20	8-15 A	no_recorded_association	0
AC:000101	C1K003	Q56D18	Qfc7a82d8e1af363725a91bff4786b57216d5224a	Q4885a90d87ff9e24b4a97b6eea52bdedd23565e2	Q7DM26	Q56D18	9mgw	1	3046	0.999668	228	350	581	0	0	0	1	11_24	23	42.408	43.542	1	0.077689243	0	40	0.0	0.0	0.0	0-20	>=40 A	no_recorded_association	0
AC:000102	Q95695	Q9FG89	Q10a4a7f0a398d7bfe8eb69eca9fb6a5aaf18e917	Qa0cb159649aa1014897a2e228747adccab0d4fea	Q95695	Q9FG89	7wff	1	3702	0.99042	176	212	391	0	0	0	1	11_24	17	36.947	37.917	2	0.019444444	0	13	0.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:000103	Q2FZ25	Q2G113	Q2ca7c1a43cff0bb9f6c386f435303ab88598fd1a	Q4d390b7130a239d5a3c28936146d41bb0ed9206b	A0QVB8	P21468	7kwg	1	93061	0.999622	255	98	356	0	0	0	1	11_24	19	35.106	39.336	14	0.018126888	0	0	28.7	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:000104	Q83D88	Q83EQ9	Qacd11f5e1ec973cdc89a5f6992a76b23c5d690a4	Q5b19f32c667f9aea0d267cce30ca83e7aa52bf61	Q83D88	Q83EQ9	9t61	1	227377	0.999947	89	168	260	0	0	0	1	11_24	20	31.084	33.808	2	0.0081300813	0	8	0.0	28.6	0.0	0-20	15-40 A	no_recorded_association	0
AC:000106	F2Z4H3	Q32PE0	Q87b0515838bcc116e7c3f15c168db96e79553641	Q7e402a40cf9ed61e3f718eb8df43fbb0a00f2757	A0A8D1AQR7	A0A4X1VEK9	8qw8	1	9913	0.999944	150	127	280	0	0	0	1	11_24	13	26.038	33.19	5	0.0074349442	0	4	100.0	98.0	98.0	80-100	15-40 A	no_recorded_association	0
AC:000107	P08913	P59768	Q53e7d978e1016b9a1f06cf177ca621c4f61e3616	Qf1ab138c3b5253ab023d233071731b577e3446de	P08913	P59768	7ej0	1	9606	0.999889	465	71	539	0	0	2	1	3_10	5	15.083	19.82	8	0.012371134	1	8	100.0	100.0	100.0	80-100	15-40 A	no_recorded_association	0
AC:000108	C4R2U9	C4R997	Qff4d7b5e991ff370b737b53c518017cc358396ff	Q46c59fb26ca37d2574a8a0cc3de69cf07bc9b713	C4R2U9	C4R997	7xn7	1	644223	0.999838	186	393	582	0	0	0	1	11_24	22	77.279	79.93	12	0.025878004	0	14	41.7	21.6	21.6	20-40	>=40 A	no_recorded_association	0
AC:000109	P73069	Q55330	Qda7d4b14c0d89fe475ead731b7781136e13d79ad	Qfd1f22237ee8993e165744f9b154eb0dff45f822	P73069	Q55330	8asl	1	1111708	0.002933	342	40	385	0	0	0	1	11_24	17	25.392	26.599	1	0.0084985836	0	1	0.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:000110	Q8DKZ4	Q8DLL4	Q8fb3cb97891dd2694dfbe9c935ad411b9ae78873	Qd8bf4c2a7d835f99a1f07bfa40a56f27361feed2	Q8DKZ4	Q8DLL4	6l7o	1	197221	0.012734	237	146	386	0	0	0	1	11_24	20	15.735	17.083	1	0.022408964	0	41	48.2	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:000111	D7NIZ2	D8V7I7	Q6fdd24f2c3a3ae3eca4c97a50a89ba22222a0212	Qaa1deac6b09af1f186bfabccbd9a7f28bccd983a	D7NIZ2	D8V7I7	6rdf	1	37502	0.001613	294	89	386	0	0	0	1	11_24	13	65.956	67.412	3	0.014285714	0	55	0.0	0.0	0.0	0-20	>=40 A	no_recorded_association	0
AC:000114	P61201	Q9UBF6	Q32b9441e4b4806fbdc42ec7b67b92a6096206dbb	Q14da29d28cc4aefd3992129ce6c8bb9cd1ff1f0c	P61201	P62877	9eg1	1	9606	0.998194	443	113	559	0	0	1	1	11_24	11	35.434	39.473	1	0.015625	1	20	98.4	100.0	98.4	80-100	15-40 A	no_recorded_association	0
AC:000116	A0A125YS93	A0A125YU99	Q72b18026e96098f85558b1ebf5b13fa9af86f2ba	Q32337b5d7db3b06938d90c891df49bfc7075bab1	S7W617	S7VSS5	9g9t	1	508771	0.999703	509	89	601	0	0	0	1	11_24	24	36.997	43.501	1	0.0071942446	0	6	44.1	27.9	27.9	20-40	15-40 A	no_recorded_association	0
AC:000117	E1C9K8	P17227	Qfed107bd8d555727cc2eacf2dff39d9fd9cc30af	Q28a3fb0cd3e4f0f06080ac07d313e09f3c403bda	E1C9K8	E9NPX1	6zoo	1	3888	0.015678	138	40	181	0	0	0	1	11_24	17	8.629	15.058	9	0.005952381	0	27	0.0	0.0	0.0	0-20	8-15 A	no_recorded_association	0
AC:000118	A0A2K1IAD0	A0A2K1IB10	Q7b76f0895c5c086e1e802374bcc9612b836f584b	Q2d825b9e889b73a2dec9d80af8604bfa826e9822	A8IL32	A0A2K1IB10	6l35	1	3218	0.994053	224	323	550	0	0	0	1	11_24	17	40.552	46.28	1	0.0499002	0	13	0.0	0.0	0.0	0-20	>=40 A	no_recorded_association	0
AC:000119	P25515	P38784	Q3005df20e0b0672795e15cb54f478aa886d2e194	Q96cca0fe2c28027db776b05cfa66a65f69cf3afe	P25515	P38784	8eas	1	559292	0.000538	160	181	344	0	0	0	1	11_24	18	20.235	28.114	2	0.006116208	0	12	71.6	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:000120	P02602	P68135	Q19b832d5902ebf045a3b4b79fbff41bcc89f680c	Qdaf66ef0496631efba1a32819620806ad346651e	P02602	P68134	5h53	1	9986	0.05377	192	377	572	0	0	1	1	3_10	5	59.085	61.467	1	0.011363636	0	68	73.2	100.0	73.2	60-80	>=40 A	no_recorded_association	0
AC:000121	Q9VLI9	Q9VUZ1	Q42b048c21e5033e6061a966f0c1879e20d20f106	Qc5ee86056f3bc56cb014979daa40a6541911be39	Q9VLI9	Q9VUZ1	7b6d	1	7227	0.999705	219	139	361	0	0	0	1	3_10	8	20.978	21.965	4	0.020588235	0	38	59.6	58.3	58.3	40-60	15-40 A	no_recorded_association	0
AC:000122	P01116	Q13617	Qba35d812089f6d27ffb6193550e4d6eec296917f	Q7dfb6d355d4d607f149e66c7c5ffb281c206d701	P01116	Q13617	8qu8	1	9606	0.061902	189	745	937	0	0	1	1	3_10	6	33.626	36.09	1	0.040572792	1	0	100.0	100.0	100.0	80-100	15-40 A	no_recorded_association	0
AC:000125	A0A1S3XP85	A0A1S4BFK7	Qaf154948b6a36a0e4460f17c93b39e86c0668593	Qdf9fcee293cf6231a5c24d5ce6bd0e0a58fe5430	A0A1S3X2G3	A0A1S4BFK7	8wa1	1	4097	5.5e-05	167	648	818	0	0	0	1	11_24	20	12.252	18.311	1	0.028767123	0	44	0.0	0.0	0.0	0-20	8-15 A	no_recorded_association	0
AC:000126	A0A4V8GZZ6	A0A4V8GZZ7	Q6fe491b45746354ef75a218cdc0ef9447c6aa8f9	Q93739f5a6c8d425d468ab541e4eb29d180b5c690	Q7DM26	Q84Y02	6igz	1	325651	0.999926	226	256	485	0	0	0	1	11_24	23	36.553	39.268	1	0.1026253	0	21	0.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:000127	O15446	Q3B726	Q491c55697eb01124f9907aa17671348f6e04792a	Q0e1e544ac3d1884ed724533dd07e3723f233a1d6	O15446	Q3B726	7oba	1	9606	0.999904	510	338	851	0	0	1	1	11_24	14	25.45	28.654	1	0.052554745	1	47	99.6	100.0	99.6	80-100	15-40 A	other_intact	0
AC:000128	O60921	P35250	Q55c291561df66cab1cf4cd1a7816155a4b46539f	Qdfaa6945b297bac764aa19a6a0e4d0d38056bfa2	O60921	P35250	7z6h	1	9606	0.999692	280	354	637	0	0	2	1	3_10	8	25.263	29.222	1	0.039586919	1	9	100.0	100.0	100.0	80-100	15-40 A	no_recorded_association	0
AC:000130	P03903	Q9CR21	Q4f4e9e315b8aa0f652304012eeffcdf5c9c3e583	Qcc46ce4e46bc2da3f904853c7edcdbdc34af8464	P03903	Q9CR21	8iaq	1	10090	0.999889	98	156	257	0	0	0	1	11_24	24	28.096	32.419	31	0.0041322314	0	29	66.3	85.8	66.3	60-80	15-40 A	no_recorded_association	0
AC:000131	A0A6C0M5W0	A0ABF7PQ09	Q3682bb00938020114fec2ade9ad429fb405bc460	Qb0137e8804a5c8523e02566f4ef0337f3b728e46	A0A6C0M5W0	A0ABF7PQ09	9epc	1	3728	0.00016	680	263	946	0	0	0	1	11_24	21	49.694	53.641	3	0.028735632	0	46	28.4	34.7	28.4	20-40	>=40 A	no_recorded_association	0
AC:000132	P20436	P32910	Q37a10cce0cf46d2d4f92d5a6fa27e43da5eee5db	Q9e3ee82c9a66d9dd0a0fd54c7c5d23115132fa9a	C4R273	P32910	6tut	1	559292	0.999923	146	317	466	0	0	0	1	11_24	18	91.752	97.325	25	0.022779043	0	0	34.5	31.0	31.0	20-40	>=40 A	other_intact	0
AC:000133	A0T0V1	B8CEQ3	Qd20c2b34e6029c562654b0842e38e38e63c7d62b	Qd14b0b70bc3ab1bab2de947f55ab3919331d9107	Q55329	B8CEQ3	8zet	1	35128	0.992481	41	196	240	0	0	0	1	11_24	17	37.214	38.424	3	0.013157895	0	21	0.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:000134	Q83EQ3	Q83ES5	Q135375de36c6f4e1364c75c4f25e9fb8ebe43e7b	Qd32d4b505afecd6e52111a128147407377cbd0c5	Q83EQ3	P21471	9t61	1	227377	0.99994	206	110	319	0	0	0	1	11_24	20	38.489	40.675	3	0.013114754	0	0	0.0	26.3	0.0	0-20	15-40 A	no_recorded_association	0
AC:000136	P39933	Q12308	Q89b340ec7e99bdd471661861abb82e2928f0e19d	Q0d435657b8372abfcd5341e456bf5e446a71a4d6	P39933	Q12308	8ffz	1	559292	7e-05	429	588	1020	0	0	0	1	3_10	8	20.853	23.602	1	0.044101433	0	62	27.7	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:000137	A0AAB0B1U3	A0AAB0B1V7	Qf25e80867db4ab4b6d84d445d7e776518faaac7f	Q26f32fcf792145f3b9ba6c66a80fab624fae6fe2	A0AAB0B1U3	A0AAB0B1V7	7xfz	1	287	0.014965	243	268	514	0	0	0	1	3_10	5	27.468	31.439	5	0.02991453	0	39	0.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:000138	A0A2P6TPV8	A0A2P6TQ14	Q936592328eb4104a80ce0100a570d3689a76f67e	Qde64d2820945badc8cf846efb7532a5982987be7	A0A2P6TPV8	A0A2P6TQ14	7a4p	1	3076	0.00839	482	246	731	0	0	0	1	11_24	20	33.479	36.913	2	0.05984252	0	3	0.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:000139	D5MAL3	Q32904	Q8b25079de20c0013d9227924c900c0fc14cf914a	Q7aec4d7e415f92dfe3029d1f4fbd18f1090ecd8c	Q55329	A0A2K1IB10	6zxs	1	3888	0.501037	42	275	320	0	0	0	1	11_24	16	21.407	25.686	6	0.02027027	0	21	0.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:000140	P56768	Q949Q5	Q7b1abbce52ea7646711ba6c79f36dd81f63b02fd	Q570ff03dbf3774fa1041d55384a586bfba53f3d6	E9NPX1	B6SQZ7	8j6z	1	3702	0.075006	37	140	180	0	0	0	1	11_24	20	36.447	39.222	1	0.01183432	0	10	0.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:000141	O19925	Q76FB0	Q7634d22c6cbc8b7ef2d49d65f9c307b2516e148e	Qc3135fbc3b2fae7038436ae8fd8bea903f1083ca	P14835	Q76FB0	4yuu	4	2771	0.983979	67	155	225	0	0	0	1	11_24	21	33.605	37.567	1	0.0094339623	0	2	0.0	31.9	0.0	0-20	15-40 A	no_recorded_association	0
AC:000142	P12356	Q75VY9	Q78e9787a175e29a38aea17e717170f1901310da1	Q13b15250c86fb36e28ba9d6087bd93be2fa5e5a4	P12356	I0YPL4	7bgi	1	3055	0.999767	227	267	497	0	0	0	1	11_24	21	31.746	34.553	6	0.024608501	0	35	0.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:000143	E1C9K6	E1C9K9	Q8b781c99bf937c69764a23ac7f9d8eab8661bb62	Q9106bd9edd93daed9e768e53429a46b2ba0b653d	B8LEQ8	E1C9K9	4rku	1	3888	0.995168	64	69	136	0	0	0	1	11_24	17	41.74	44.632	2	0.0078740157	0	14	0.0	0.0	0.0	0-20	>=40 A	no_recorded_association	0
AC:000144	Q08920	Q12330	Q764c24a32505bb3b2b4ec6e58a66293455e42ae9	Q22257f017cf8cc98c2ec0da2b818b1c622d8a3d1	Q08920	Q12330	6n7p	1	559292	0.997835	208	94	305	0	0	0	1	11_24	19	24.919	26.891	1	0.013888889	0	5	63.3	49.4	49.4	40-60	15-40 A	no_recorded_association	0
AC:000145	E9NPW6	I0YPL4	Q8b1bd44d8ddbc799d02d52153fa72e68b7470b63	Q5547c6f0e43eb633cc3d10dfeccf3ab2fd1a1333	Q55329	I0YPL4	9kqp	1	574566	0.796004	41	246	290	0	0	0	1	11_24	24	19.909	25.037	1	0.014925373	0	21	0.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:000146	A0A063X781	A0A063XCP1	Q10b5d1a5ddb75d3981ff61dedbeee002b2bbb790	Q5896004118922180ad3c78d114149315fe7820ae	A0A063X781	P0A0F8	9p4i	1	1423	0.99988	179	146	328	0	0	0	1	11_24	21	43.35	47.954	1	0.0330033	0	6	26.4	38.9	26.4	20-40	>=40 A	no_recorded_association	0
AC:000147	E9NPV2	I0YWK6	Qbf5c29739c16c8e52e4e8e5b82aae5eb2557bc0f	Qd0f767894fe355c616b24313fc423596f197fe87	E9NPV2	I0YWK6	9kqp	1	574566	0.000775	81	142	226	0	0	0	1	11_24	24	28.132	29.822	1	0.014423077	0	12	31.8	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:000149	Q09177	Q09191	Q2144701b2f8dee4c06ccb78276c5fb0de967fc44	Qd47062e843ef706444167500a04ac27d086195fb	Q09177	Q09191	7aoc	1	284812	0.999871	125	210	338	0	0	0	1	11_24	12	43.431	47.193	3	0.028301887	0	55	58.2	43.8	43.8	40-60	>=40 A	no_recorded_association	0
AC:000150	P0A431	P59087	Q79a476070c9a7f4a084ba65f090ad480f2dc4efa	Q2ceff03b264dcd8da31696fae0442e859ab26642	P0A431	Q7DGD4	5h2f	1	197221	0.000251	272	40	315	0	0	0	1	11_24	18	9.836	12.627	60	0.013513514	0	39	0.0	0.0	0.0	0-20	8-15 A	no_recorded_association	0
AC:000151	A0A4X1VEK9	A0A8D1B522	Q3f9c086824dd7f1d0d6e2e6deb487d52dd0d323c	Q373f599e7aebf18eb6f0b4de1e0b2be90d396b6f	A0A4X1VEK9	A0A8D1B522	8b3f	1	9823	0.999666	127	83	213	0	0	0	1	11_24	16	59.134	61.664	1	0.0098522167	0	3	99.0	100.0	99.0	80-100	>=40 A	no_recorded_association	0
AC:000152	P09190	P73069	Q6cc001cb461a5c1ee973c2547eda5b4b3636c239	Qda7d4b14c0d89fe475ead731b7781136e13d79ad	P09190	P73069	8asl	1	1111708	0.011037	81	342	426	0	0	0	1	11_24	17	20.073	24.981	1	0.0050632911	0	17	0.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:000153	Q01667	Q8LCQ4	Q8b64186ef0f328fc8d8a2e93ca0c72e8d3b376fa	Qf4aeb7e3d92583003ff80122b93ac85a93aaae2b	A0A9R0J8B1	F2D0D5	7wfd	1	3702	0.999918	241	270	514	0	0	0	1	11_24	16	40.56	42.168	2	0.091928251	0	32	0.0	0.0	0.0	0-20	>=40 A	no_recorded_association	0
AC:000155	E3UIU6	M2XWX3	Q600aae6969ec37e48eb1fac65cdfdb828b861cc2	Q3c3d8eb6af5d4dccffde7886d518b3d3d00e70f8	E3UIU6	M2XWX3	9kc5	1	130081	0.966151	36	149	188	0	0	0	1	11_24	20	17.896	19.426	1	0.0055865922	0	10	0.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:000156	P59768	Q9GZQ6	Qf1ab138c3b5253ab023d233071731b577e3446de	Qa4aebe081934e67e2d96851d63964bfc477b2136	P59768	Q9GZQ6	9vi9	1	9606	0.999918	71	430	504	0	0	1	1	3_10	6	16.987	24.107	2	0.012903226	1	2	100.0	35.9	35.9	20-40	15-40 A	no_recorded_association	0
AC:000157	A1B4F4	A1BA41	Q6f091697a477338a2c184b6fb59a38526d2cfa3f	Q9bac7da8605380d32ab3602bf8efb219544e4186	A1B4F4	A1BA41	9fks	1	318586	0.999222	450	298	751	0	0	0	1	11_24	16	37.319	37.787	4	0.039249147	0	0	30.5	37.0	30.5	20-40	15-40 A	no_recorded_association	0
AC:000158	P0A7W7	P69222	Q32f92ab059755e9c3cec656f973ca82155dad1a4	Qb77156befc52bdde2ee63b27cf87cd035414a586	Q83ER2	Q5SHR1	9ss2	1	83333	0.999732	130	72	205	0	0	0	1	11_24	22	54.935	60.515	9	0.015706806	0	3	0.0	0.0	0.0	0-20	>=40 A	no_recorded_association	0
AC:000159	O74825	P36595	Qf0395bdd0a99754883a70d432e64495485fafdc5	Q75913185a4086a0a11c56ee684e2650d3fdd2b6f	O74825	P36595	3h0g	1	284812	0.99993	135	142	280	0	0	0	1	11_24	12	18.034	22.57	1	0.034482759	0	36	43.3	47.4	43.3	40-60	15-40 A	no_recorded_association	0
AC:000160	O52760	P45684	Q69cf174706258fe76bd5eb606dc4b0966f969e7f	Qe00182f29f9350568fddbae646703ac5302dfef4	O52760	P45684	7vf9	1	208964	0.016984	333	334	670	0	0	0	1	3_10	6	21.99	23.73	4	0.065436242	0	73	0.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:000161	Q9P6Q0	Q9Y7N2	Qfd9a330b4658d80460a14e71f49168f71bea048a	Q5429b0050cb87501116dbe5d04154ff584aeaa94	Q9P6Q0	Q9Y7N2	5n9j	1	284812	0.999792	112	138	253	0	0	0	1	11_24	15	60.266	65.33	1	0.016666667	0	0	0.0	0.0	0.0	0-20	>=40 A	no_recorded_association	0
AC:000162	F2QT90	F2R0J7	Qa8b54c26b46ab304042054cf87cdc1d6e3f56c1c	Q3a8c723abd3a274cad4d7bca8f2b9618205a521e	F2QT90	F2R0J7	8ucj	1	981350	0.999867	121	249	373	0	0	0	1	11_24	12	10.453	13.24	1	0.0028328612	0	19	39.7	45.2	39.7	20-40	8-15 A	no_recorded_association	0
AC:000163	A0A125YN38	S7W9J5	Q8ef8df353e3895706347b4d4481576d99694c92b	Qfd06baa04d237b8fb52caf67408ddb83a3ff0c6f	S8GED8	S7W9J5	9i4x	1	507601	0.999436	563	398	964	0	0	0	1	11_24	24	21.298	25.764	1	0.035428571	0	44	32.0	51.7	32.0	20-40	15-40 A	no_recorded_association	0
AC:000165	P49427	Q15370	Q88e60b6a25c198836777475a2160abe4a56e9e0a	Q6a95f8405a430b80f3dcc02ceed43cf97147c7a2	P49427	Q15370	8rx0	1	9606	0.998873	236	118	357	0	0	1	1	3_10	9	42.981	49.025	1	0.029850746	1	2	100.0	100.0	100.0	80-100	>=40 A	no_recorded_association	0
AC:000166	A0A2K1IAD0	A0A2K1JC42	Q7b76f0895c5c086e1e802374bcc9612b836f584b	Q0d50d84759fa48ce540a8ff31e6cc28e25cb152c	A8IL32	B6U534	6l35	1	3218	0.993164	224	155	382	0	0	0	1	11_24	17	44.578	48.272	2	0.025069638	0	19	0.0	0.0	0.0	0-20	>=40 A	no_recorded_association	0
AC:000168	C3SYP2	W8T6F0	Q070016caff40cba7e4e8472e6b12558b7db8e7b2	Qd58d372317cfd32f33215f4d24e78396024b94a3	C3SYP2	Q83D76	9sx2	1	562	0.999788	82	131	216	0	0	0	1	11_24	21	17.24	21.943	4	0.0048309179	0	6	44.0	23.5	23.5	20-40	15-40 A	no_recorded_association	0
AC:000169	Q8SD23	Q8SDD6	Qfb0107962843f85d566077eacd7a00a1d70f5ce4	Qccf13ef6dae64b52bd6836a1e19e6c9a140dd6a3	Q8SD23	Q8SDD6	9xqd	1	2905945	0.99924	298	552	853	0	0	0	1	11_24	23	23.837	27.425	1	0.052835052	0	33	0.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:000170	P24964	Q2EN79	Q8e62a928dbda492c88862f813b0d4b07edc26327	Q1c153714142ec1e5a3a547afe0164d15bdfdbd4a	P24964	Q2EN79	8iog	1	9823	0.999942	379	64	446	0	0	0	1	11_24	22	17.885	22.958	1	0.014634146	0	58	78.1	87.3	78.1	60-80	15-40 A	no_recorded_association	0
AC:000171	Q1HFW0	Q1HFX0	Q407e701cf6774a971e65d56fcf2938ad6465c7bb	Q71187cf06a10ef0358837b16491771294fccd5f7	Q24CE5	Q1HFX0	8bx8	1	5911	0.999592	87	110	200	0	0	0	1	11_24	18	34.111	36.54	6	0.032258065	0	70	46.9	36.0	36.0	20-40	15-40 A	no_recorded_association	0
AC:000172	B0C4H4	B0C7S7	Q74121b369d9228972557c7c76b6f7005e6c30d93	Q0f2ab7ddeef58bd9f6b6b184e6ee9c4080deeb0a	B0C4H4	B0C7S7	7dwq	1	329726	0.004395	31	167	201	0	0	0	1	3_10	10	47.248	51.088	1	0.0053475936	0	49	0.0	0.0	0.0	0-20	>=40 A	no_recorded_association	0
AC:000173	A0A1S4CKK0	A0A1S4D7C7	Q062f203c7fa439eb418a53cbe83f1d9bc904182c	Q5d96447a02d525cf407da555c102a20fc24151d9	A0A1S4CKK0	A0A1S4D7C7	8wa1	1	4097	0.000675	266	507	776	0	0	0	1	11_24	20	82.121	84.925	3	0.037396122	0	35	36.0	0.0	0.0	0-20	>=40 A	no_recorded_association	0
AC:000174	P07470	P07471	Q1386e7b7b1d88a1d855585bbef6bcc06c013dccf	Q501e428b8f4f9da1507f29525a1cfdbad1de4d09	P07470	P07471	5zco	2	9913	0.999926	80	97	180	0	0	0	1	11_24	13	8.041	13.558	91	0.0059171598	0	93	82.2	80.4	80.4	80-100	8-15 A	no_recorded_association	0
AC:000175	Q9P4W1	Q9UTF6	Q6bd1d6bef4dccbeb45802888b3dd206e0e6db2b6	Q415a2bb5d90dedba13b3bfeaa1bb226c3c0ae181	Q9P4W1	Q9UTF6	8c8q	1	284812	0.997181	66	140	209	0	0	0	1	11_24	13	24.866	31.397	2	0.026041667	0	22	0.0	39.5	0.0	0-20	15-40 A	no_recorded_association	0
AC:000176	Q1HFW0	Q1HFW2	Q407e701cf6774a971e65d56fcf2938ad6465c7bb	Qffc627592a8cc25074a14e4f7f6b378aac62c001	Q24CE5	Q1HFW2	7k5b	1	5911	0.999917	87	92	182	0	0	0	1	11_24	18	37.37	41.273	6	0.054545455	0	8	46.9	57.8	46.9	40-60	15-40 A	no_recorded_association	0
AC:000177	P59768	Q96RJ0	Qf1ab138c3b5253ab023d233071731b577e3446de	Qd7ee1f2885344bfcf0e9aa44b0c44ec47f37e8e8	P59768	Q96RJ0	8w89	1	9606	0.999842	71	339	413	0	0	1	1	3_10	5	11.542	19.954	5	0.017948718	1	2	100.0	36.1	36.1	20-40	8-15 A	no_recorded_association	0
AC:000178	P35346	P59768	Qb79627cfe99cec541c7462e61511058b3925e51a	Qf1ab138c3b5253ab023d233071731b577e3446de	P35346	P59768	8x8l	1	9606	0.99982	364	71	438	0	0	2	1	3_10	6	17.145	22.897	2	0.010126582	1	2	100.0	100.0	100.0	80-100	15-40 A	no_recorded_association	0
AC:000179	O31742	P19947	Qf377afbb8b934ce1fc4d3e91c52802a35d3967b1	Qb1dac02bbdf2bfc200ce9edf8e08510241e5b97c	O31742	P19947	9bsl	1	224308	0.999916	115	59	177	0	0	0	1	11_24	21	26.644	31.251	25	0.017964072	0	0	31.9	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:000180	Q8DJD9	Q8DKF5	Qda07e22e48df9c40c6b90d7d87b8c09f7b15059b	Q410dc9c8e48a27c35fa7970fe451c76e757c6356	Q8DJD9	Q8DKF5	6tjv	1	197221	0.001145	394	611	1008	0	0	0	1	11_24	18	20.999	25.261	1	0.040770102	0	13	41.0	29.2	29.2	20-40	15-40 A	other_intact	0
AC:000181	A0A4V8H007	A0A4V8H010	Q11ba2ce0fbf79ece4168ecc24c75b81f95b5eb20	Q0efad426ac507ef81d91f1d670f0eda32b45c75a	A0A4V8H007	E9NPX1	6igz	1	325651	0.000759	91	36	130	0	0	0	1	11_24	23	41.647	42.864	3	0.0	0	12	0.0	0.0	0.0	0-20	>=40 A	no_recorded_association	0
AC:000182	A8IKI9	A8J4K5	Q0bc3509f0600c52b5cea5e6fa95785bdcc04f1ee	Q18aa6b946619bf07b33d37d1a2186c08f500b148	A8IKI9	A8J4K5	9f5z	1	3055	0.999821	485	59	547	0	0	0	1	11_24	20	9.164	13.38	2	0.012684989	0	12	27.4	0.0	0.0	0-20	8-15 A	no_recorded_association	0
AC:000183	A0T0S9	A0T0V0	Qeb81c8b6ca558c99e72599068fa86dd455307bf0	Qf448c76d6d3ba5abbc8a4e3e4ebd84a720410c30	A0T0S9	A0A0H2UKZ4	8xls	1	35128	0.152967	36	185	224	0	0	0	1	11_24	17	37.879	40.821	2	0.004784689	0	23	0.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:000185	P39543	P40540	Q6be5ae955a529b881dc6970834dbc33cb476ad92	Q131e6104c6649e3b42125c4938f04e3ec8d06629	P39543	P40540	7kra	1	559292	0.997769	234	141	378	0	0	0	1	11_24	12	23.657	30.145	3	0.03125	0	22	0.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:000189	M1VKK5	Q85G47	Q2ca2e4e82b40a2595a8c9671263c8f8ead4a50b4	Qae4e05b1908b519ef707d65d7084bb2aabd3d83e	M1VKK5	A0A4V8H005	5zgb	1	280699	0.000453	214	81	298	0	0	0	1	11_24	17	26.928	30.079	1	0.0035335689	0	0	0.0	30.3	0.0	0-20	15-40 A	no_recorded_association	0
AC:000190	P62877	Q96L50	Qa52692351668f90b9d4cf5ce2d4964b0e8f7b263	Qef39d975d4ffaebd700aea2ba7d97a8f1cecba31	P62877	Q96L50	7plo	1	9606	0.999896	108	414	525	0	0	2	1	11_24	24	47.935	50.453	1	0.014522822	1	15	100.0	100.0	100.0	80-100	>=40 A	other_intact	0
AC:000192	A0A2K1JDR4	A0A2K1JLW2	Qedb656d4e28f1197c05793f60e4a3e9301fcaac2	Q047b711535f1ef7d84ce0ec4ecb6a6c6b39626b7	A0A2K1JDR4	A0A4V8GZZ4	7ksq	1	3218	0.997815	139	131	273	0	0	0	1	11_24	18	9.613	12.583	2	0.036144578	0	46	0.0	0.0	0.0	0-20	8-15 A	no_recorded_association	0
