pair_root	negative_id	sequence_no	pmid	evidence_semantics	anchor_accession	negative_partner_accession	positive_partner_accession	positive_evidence_tier	distinct_positive_publications	positive_detection_methods	negative_pair_fits_1024	positive_pair_fits_1024	both_pairs_fit_1024	exact_string_positive_overlap_negative	negative_score_id	positive_score_id
PN6P:0095	PAIR2:GENE:55294|GENE:961	95	32226539	association_negative	Q969H0	Q08722	P46531	strict_direct_interaction	13	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0676""(tandem affinity purification)|psi-mi:""MI:1203""(split luciferase complementation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0096""(pull down)"	0	0	0	0	PN6P:0095:negative	PN6P:0095:positive
PN6P:0467	PAIR2:GENE:558|GENE:5627	467	25265470	other_direct_binding	P30530	P07225	Q14393	strict_direct_interaction	3	"psi-mi:""MI:0107""(surface plasmon resonance)"	0	0	0	0	PN6P:0467:negative	PN6P:0467:positive
PN6P:0076	PAIR2:GENE:5599|GENE:8473	76	41052879	association_negative	P45983	O15294	P05412	strict_direct_interaction	14	"psi-mi:""MI:0424""(protein kinase assay)|psi-mi:""MI:0424""(protein kinase assay)|psi-mi:""MI:0424""(protein kinase assay)|psi-mi:""MI:0423""(in-gel kinase assay)|psi-mi:""MI:0424""(protein kinase assay)"	0	1	0	0	PN6P:0076:negative	PN6P:0076:positive
PN6P:0056	PAIR2:GENE:5728|GENE:64151	56	35864529	association_negative	P60484	Q9BPX3	O14745	strict_direct_interaction	10	"psi-mi:""MI:0049""(filter binding)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0049""(filter binding)|psi-mi:""MI:2437""(holdup assay)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)"	0	1	0	0	PN6P:0056:negative	PN6P:0056:positive
PN6P:0140	PAIR2:GENE:581|GENE:67557	140	32850788	association_negative	Q07812	Q8BN59	Q07817	strict_direct_interaction	32	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0053""(fluorescence polarization spectroscopy)|psi-mi:""MI:0051""(fluorescence technology)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0114""(x-ray crystallography)|psi-mi:""MI:0411""(enzyme linked immunosorbent assay)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0096""(pull down)"	1	1	1	0	PN6P:0140:negative	PN6P:0140:positive
PN6P:0111	PAIR2:GENE:59272|GENE:9971	111	40324631	association_negative	Q9BYF1	Q96RI1	Q5T2W1	strict_direct_interaction	9	"psi-mi:""MI:0053""(fluorescence polarization spectroscopy)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:2437""(holdup assay)|psi-mi:""MI:0096""(pull down)"	0	0	0	0	PN6P:0111:negative	PN6P:0111:positive
PN6P:0133	PAIR2:GENE:6118|GENE:79661	133	20338831	other_direct_binding	P15927	Q96FI4	P27694	strict_direct_interaction	23	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:1112""(two hybrid prey pooling approach)|psi-mi:""MI:1356""(validated two hybrid)|psi-mi:""MI:0114""(x-ray crystallography)|psi-mi:""MI:0676""(tandem affinity purification)|psi-mi:""MI:0676""(tandem affinity purification)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0091""(chromatography technology)|psi-mi:""MI:0071""(molecular sieving)|psi-mi:""MI:0397""(two hybrid array)"	1	1	1	0	PN6P:0133:negative	PN6P:0133:positive
PN6P:0132	PAIR2:GENE:6119|GENE:79661	132	20338831	other_direct_binding	P35244	Q96FI4	P15927	strict_direct_interaction	17	"psi-mi:""MI:0676""(tandem affinity purification)|psi-mi:""MI:0114""(x-ray crystallography)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0676""(tandem affinity purification)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0096""(pull down)"	1	1	1	0	PN6P:0132:negative	PN6P:0132:positive
PN6P:0063	PAIR2:GENE:6564|GENE:9448	63	38639383	association_negative	O95819	P46059	Q9H0R5	strict_direct_interaction	4	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	0	0	0	0	PN6P:0063:negative	PN6P:0063:positive
PN6P:0093	PAIR2:GENE:6737|GENE:9097	93	36163134	association_negative	P19474	P54578	P17813	strict_direct_interaction	2	"psi-mi:""MI:0089""(protein array)"	1	0	0	0	PN6P:0093:negative	PN6P:0093:positive
PN6P:0007	PAIR2:GENE:682|GENE:7031	7	34262017	biophysical_direct	P35613	P04155	P49768	strict_direct_interaction	2	"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0091""(chromatography technology)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)"	1	1	1	0	PN6P:0007:negative	PN6P:0007:positive
PN6P:0241	PAIR2:GENE:684|GENE:9131	241	27444183	association_negative	Q10589	O95831	P59901	strict_direct_interaction	4	"psi-mi:""MI:0892""(solid phase assay)|psi-mi:""MI:0892""(solid phase assay)|psi-mi:""MI:0107""(surface plasmon resonance)"	1	1	1	0	PN6P:0241:negative	PN6P:0241:positive
PN6P:0019	PAIR2:GENE:7010|GENE:7422	19	25851538	biophysical_direct	P15692	Q02763	P35968	strict_direct_interaction	10	"psi-mi:""MI:0813""(proximity ligation assay)|psi-mi:""MI:0411""(enzyme linked immunosorbent assay)|psi-mi:""MI:0049""(filter binding)|psi-mi:""MI:0411""(enzyme linked immunosorbent assay)|psi-mi:""MI:0030""(cross-linking study)"	0	0	0	0	PN6P:0019:negative	PN6P:0019:positive
PN6P:0460	PAIR2:GENE:7057|GENE:7450	460	11413189	other_direct_binding	P04275	P07996	Q76LX8	strict_direct_interaction	7	"psi-mi:""MI:0435""(protease assay)|psi-mi:""MI:0435""(protease assay)|psi-mi:""MI:0435""(protease assay)|psi-mi:""MI:0107""(surface plasmon resonance)|psi-mi:""MI:0969""(bio-layer interferometry)"	0	0	0	0	PN6P:0460:negative	PN6P:0460:positive
PN6P:0356	PAIR2:GENE:7178|GENE:71950	356	21076177	association_negative	P13693	Q80Z64	Q15382	strict_direct_interaction	3	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0949""(gdp/gtp exchange assay)"	1	1	1	0	PN6P:0356:negative	PN6P:0356:positive
PN6P:0157	PAIR2:GENE:801|GENE:8795	157	29663486	other_direct_binding	O14763	P0DP25	P50591	strict_direct_interaction	25	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0114""(x-ray crystallography)|psi-mi:""MI:0114""(x-ray crystallography)|psi-mi:""MI:0892""(solid phase assay)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0107""(surface plasmon resonance)|psi-mi:""MI:0107""(surface plasmon resonance)"	1	1	1	0	PN6P:0157:negative	PN6P:0157:positive
PN6P:0098	PAIR2:GENE:816235|GENE:829541	98	26192964	association_negative	Q940H6	Q38872	P49597	strict_direct_interaction	19	"psi-mi:""MI:0434""(phosphatase assay)|psi-mi:""MI:0434""(phosphatase assay)|psi-mi:""MI:0809""(bimolecular fluorescence complementation)|psi-mi:""MI:0809""(bimolecular fluorescence complementation)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0809""(bimolecular fluorescence complementation)"	1	1	1	0	PN6P:0098:negative	PN6P:0098:positive
PN6P:0370	PAIR2:GENE:817857|GENE:840630	370	29662028	association_negative	P43254	P11035	O24646	strict_direct_interaction	11	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0018""(two hybrid)"	0	1	0	0	PN6P:0370:negative	PN6P:0370:positive
PN6P:0375	PAIR2:GENE:817857|GENE:844112	375	29662028	association_negative	P43254	P11832	O24646	strict_direct_interaction	11	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0018""(two hybrid)"	0	1	0	0	PN6P:0375:negative	PN6P:0375:positive
PN6P:0384	PAIR2:GENE:824383|GENE:842393	384	27780203	association_negative	Q9C952	Q9FEB5	Q9LKF9	strict_direct_interaction	6	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	0	0	0	0	PN6P:0384:negative	PN6P:0384:positive
PN6P:0106	PAIR2:GENE:827323|GENE:839152	106	37220754	association_negative	Q9C658	O04425	Q9SJF3	strict_direct_interaction	4	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	0	1	0	0	PN6P:0106:negative	PN6P:0106:positive
PN6P:0490	PAIR2:GENE:829012|GENE:840158	490	20360743	other_direct_binding	Q39204	Q9SV55	Q9LMA8	strict_direct_interaction	19	"psi-mi:""MI:2277""(Cr-two hybrid)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:1356""(validated two hybrid)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)"	0	1	0	0	PN6P:0490:negative	PN6P:0490:positive
PN6P:0491	PAIR2:GENE:830095|GENE:840320	491	26854226	association_negative	O22476	Q9XIC7	Q94AG2	strict_direct_interaction	5	"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0114""(x-ray crystallography)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0276""(blue native page)|psi-mi:""MI:0416""(fluorescence microscopy)|psi-mi:""MI:0071""(molecular sieving)"	0	0	0	0	PN6P:0491:negative	PN6P:0491:positive
PN6P:0273	PAIR2:GENE:840957|GENE:843928	273	20227663	association_negative	Q39255	Q9MA75	O04197	strict_direct_interaction	8	"psi-mi:""MI:0114""(x-ray crystallography)|psi-mi:""MI:0069""(mass spectrometry studies of complexes)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0397""(two hybrid array)|psi-mi:""MI:0071""(molecular sieving)|psi-mi:""MI:0096""(pull down)"	1	1	1	0	PN6P:0273:negative	PN6P:0273:positive
