sequence_no	protein_a	a_id	a_taxid	protein_b	b_id	b_taxid	negative_relation	assay_normalized	assay_reported_original	evidence_text_en	previous_sentence_en	next_sentence_en	pmid	pmcid	article_title	best_evidence_id	pair2_key	claim_id	candidate_id	rule_tier_v2	canonical_pair_label_v2	experimental_object_scope_v2	rule_reasons_v2	rule_tags_v2	model_is_experimental	model_is_direct_binding_assay	positive_conflict_scope	mentions_construct	mentions_isoform	mentions_positive_control	mentions_purified_components	rule_scope_signal_v2	rule_context_signal_v2	selection_score	evidence_semantics	accession_a	accession_b	mapping_status_a	mapping_status_b	pair_mapping_status	reliable_reported_taxon_mapping	manual_verified_negative	direct_assay_negative	sequence_available	len_a	len_b	sequence_source_a	sequence_source_b	pair_tokens	pair_fits_1024	human_human	exact_negatome_pair_overlap	exact_string_positive_overlap	negative_score_id	score
37	ALDH1A1	11668	10090	p35	12569	10090	no_binding	pull_down	unknown	Each experiment was repeated at least three independent times. h ALDH1A1 does not bind with p35 or p25 directly.	ALDH1A1 was immunoprecipitated from either control or glutamate-treated HT22 cells (for 0-6 h), and the association of ALDH1A1 and p35/p25 was analyzed.	ALDH1A1 and p35 or p25 association was analyzed using recombinant p35, p25, and ALDH1A1 in an in vitro pull-down assay.	29948941	PMC6368892	Multifaceted Regulation of ALDH1A1 by Cdk5 in Alzheimer's Disease Pathogenesis	CLAIM:000029910:0-1	PAIR2:GENE:11668|GENE:12569	CLAIM:000029910	5718781a68e4376a14572e48cf06bdc2981153bb	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	158.0	other_direct_binding	P24549	P61809	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	501	307	/data/chs/12.codebuddy/bridge/data/uniprot_sprot.fasta.gz	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	811	1	0	0	0	PN6:0037:negative	5.1e-05
39	HD5	1670	9606	HLA-B27	3106	9606	no_binding	SPR	SPR	Immobilized free-heavy chains (D) or HLA-B27 heterotrimers (E) did not interact with HD5 and Kd values were not fitted.	C) HD5 and ligand (B272) have a Kd of 0.32 nM.	(F) Blocking competition experiments in SPR were performed by immobilizing B272 to a streptavidin chip followed by injection of HD5 to form B272-HD5 complexes.	26125554	PMC4488392	HLA-B27-Homodimer-Specific Antibody Modulates the Expansion of Pro-Inflammatory T-Cells in HLA-B27 Transgenic Rats	CLAIM:000264167:0-1	PAIR2:GENE:1670|GENE:3106	CLAIM:000264167	341f0a988ff1e25205ba69f9eabb3a15cddec6dc	GOLD_DIRECT_CANONICAL	negative	canonical_possible	direct_experimental_physical_negative	negative_control	1	1	none_detected	0	0	0	0	0	0	151.0	biophysical_direct	Q01523	P01889	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	94	362	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	459	1	1	0	0	PN6:0039:negative	0.016229
45	extracellular domains of human HFE	3077	9606	TFR2	7036	9606	no_binding	SPR	co-immunoprecipitation	We find no detectable binding between TfR2 and HFE by co-immunoprecipitation or using a surface plasmon resonance-based assay.	To investigate the relationship between TfR, TfR2, Tf, and HFE, we performed a series of binding experiments using soluble forms of these proteins.	The affinity of TfR2 for iron-loaded Tf was determined to be 27 nm, 25-fold lower than the affinity of TfR for Tf.	11027676		Comparison of the interactions of transferrin receptor and transferrin receptor 2 with transferrin and the hereditary hemochromatosis protein HFE.	CLAIM:000343450:0-1	PAIR2:GENE:3077|GENE:7036	CLAIM:000343450	721f4bcb8b3d33902fd14dd4616d322450647df0	GOLD_DIRECT_CANONICAL	negative	canonical_possible	direct_experimental_physical_negative		1	1	none_detected	1	0	0	0	0	0	143.0	biophysical_direct	Q30201	Q9UP52	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	348	801	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	1152	0	1	0	0	PN6:0045:negative	0.000668
47	Programmed Death-1	18566	10090	SEB	26040	9606	no_binding	SPR	SPR	By contrast, soluble costimulatory receptor Programmed Death-1 (PD-1) failed to bind SEB (Figure 3D).	Thus, SEB binds CD28 with similar affinity as TCR and MHC-II.		21931534	PMC3172200	Binding of Superantigen Toxins into the CD28 Homodimer Interface Is Essential for Induction of Cytokine Genes That Mediate Lethal Shock	CLAIM:000297463:0-1	PAIR2:GENE:18566|GENE:26040	CLAIM:000297463	42481ff96f3967a0f293c7a0d00ede82b29865d3	GOLD_DIRECT_CANONICAL	negative	canonical_possible	direct_experimental_physical_negative		1	1	none_detected	1	0	0	0	0	0	143.0	biophysical_direct	Q02242	Q9Y6X0	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	288	1596	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	1887	0	0	0	0	PN6:0047:negative	5.1e-05
50	DIS3L2	129563	9606	PABPC1	26986	9606	no_interaction	coIP	Co-IP	The results showed a PABPN1-DIS3L2 interaction in the positive control; however, PABPC1 did not interact with DIS3L2 (Figure 5A).	Thus, we performed Co-IP to detect the interaction between PABPC1 and DIS3L2.		34904664	PMC8855302	Nuclear poly(A) binding protein 1 (PABPN1) mediates zygotic genome activation-dependent maternal mRNA clearance during mouse early embryonic development	CLAIM:000124831:0-1	PAIR2:GENE:129563|GENE:26986	CLAIM:000124831	5b66d0c0a8558b1677822c565ade6acbe3ab5a64	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay	positive_control	1	1	none_detected	0	0	1	0	0	0	141.0	association_negative	Q8IYB7	P11940	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	0	1	885	636	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	1524	0	1	0	0	PN6:0050:negative	0.004254
52	RhoC	389	9606	Pak6	56924	9606	no_binding	pull_down	pull-down	Furthermore, our pull-down assays demonstrate that Pak6 does not interact with RhoC.	However, RhoC does not have an equivalent serine residue between its polybasic region and CAAX motif, so is unlikely to be regulated by this mechanism.	Given this finding it may be that, as with Rac-mediated inhibition of RhoA, Pak6 suppresses the activity of RhoC by phosphorylating one or more RhoGEF.	28486133	PMC5425256	RhoD Inhibits RhoC-ROCK-Dependent Cell Contraction via PAK6	CLAIM:000199900:0-1	PAIR2:GENE:389|GENE:56924	CLAIM:000199900	775d53655484d9e6cb279f132401e694ccaae251	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	141.0	other_direct_binding	P08134	Q9NQU5	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	193	681	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	877	1	1	0	0	PN6:0052:negative	0.111728
54	glyceraldehyde 3-phosphate dehydrogenase	2597	9606	MBP	4155	9606	no_interaction	pull_down	pull-down	As an additional control, we also examined whether endogenous glyceraldehyde 3-phosphate dehydrogenase (GAPDH) was also eluted with the recombinant proteins and found that GAPDH did not interact with either MBP or MBP-RACK1 (Fig 2B right lower panel).	We found that endogenous beta-actin bound MBP-RACK1 but not MBP (Fig 2B, right upper panel).	Together, these data demonstrate that the association of RACK1 and beta-actin is specific.	27505161	PMC4978483	Activation of the cAMP Pathway Induces RACK1-Dependent Binding of beta-Actin to BDNF Promoter	CLAIM:000228572:0-1	PAIR2:GENE:2597|GENE:4155	CLAIM:000228572	031eaeaf377dde41a69a4dfe94de7f53e37cf04d	GOLD_DIRECT_CANONICAL	negative	canonical_possible	direct_experimental_physical_negative	purified_components	1	1	none_detected	0	1	0	1	0	0	141.0	other_direct_binding	P04406	P02686	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	335	304	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	642	1	1	0	0	PN6:0054:negative	0.000188
56	PTEN	5728	9606	NCAPG	64151	9606	no_binding	coIP	Co-IP	A A Co-IP assay showed that endogenous NCAPG and PTEN did not bind directly.	NCAPG enhances the phosphorylation of PTEN through CKII.	B Co-IP assay of endogenous NCAPG and CKII in MHCC97H and HCCLM3 cells.	35864529	PMC9301831	NCAPG promotes the proliferation of hepatocellular carcinoma through the CKII-dependent regulation of PTEN	CLAIM:000336945:0-1	PAIR2:GENE:5728|GENE:64151	CLAIM:000336945	949b5c49efa1d59ca5c2dfc47c0939a51b2374dd	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	139.0	association_negative	P60484	Q9BPX3	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	0	1	403	1015	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	1421	0	1	0	0	PN6:0056:negative	0.000295
57	LDHA	3939	9606	METTL3	56339	9606	no_binding	coIP	Co-IP	Immediately after this analysis, we demonstrated by Co-IP that LDHA did not bind to METTL3 (Fig.	S10A).	S10B).	39384750	PMC11464708	CircMETTL3-156aa reshapes the glycolytic metabolism of macrophages to promote M1 polarization and induce cytokine storms in sHLH	CLAIM:000239978:0-1	PAIR2:GENE:3939|GENE:56339	CLAIM:000239978	81369d30a7d2630732390a0068bce769356be54d	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	139.0	association_negative	P00338	Q86U44	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	0	1	332	580	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	915	1	1	0	0	PN6:0057:negative	6.8e-05
58	Cdk2	1017	9606	ACLY	47	9606	no_binding	pull_down	GST pull-down assay	A GST pull-down assay revealed cyclin E as the direct binding partner of ACLY (Figure 1C) and further demonstrated that Cdk2 does not bind directly to ACLY.	Because Cdk2 is the primary binding partner of cyclin E, we examined whether cyclin E or Cdk2 directly binds ACLY.	ACLY is phosphorylated post-translationally by multiple proteins, including cAMP-dependent protein kinase, GSK3beta, nucleoside diphosphate kinase (NDPK) and protein kinase B (Akt).	26928812	PMC4873469	Cyclin E associates with the lipogenic enzyme ATP-citrate lyase to enable malignant growth of breast cancer cells	CLAIM:000047225:0-1	PAIR2:GENE:1017|GENE:47	CLAIM:000047225	078ec58132c514dc9e595ef6601a0a61d2a98461	SCOPED_NEGATIVE	not_applicable	construct_variant_domain_specific	negative_is_construct_variant_domain_or_isoform_scoped	positive_control	1	1	none_detected	1	1	1	0	1	0	139.0	other_direct_binding	P24941	P53396	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	298	1101	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	1402	0	1	0	0	PN6:0058:negative	0.002031
60	GABPA	2551	9606	TAL1	6886	9606	no_interaction	coIP	co-immunoprecipitation	Furthermore, our co-IP studies show that TAL1 does not interact with GABPA.	This is particularly interesting since the 'redundant' Ets motif is found within housekeeping gene promoters while the ETS1-specific motif is specifically enriched within enhancers of T-cell genes.	These key findings are consistent with the idea that TAL1 acts on T-cell-specific genes in T-ALL.	21179004	PMC3034015	Differential genomic targeting of the transcription factor TAL1 in alternate haematopoietic lineages	CLAIM:000190938:0-1	PAIR2:GENE:2551|GENE:6886	CLAIM:000190938	d42bac2a1d9151b6d3b9c12d5d4325b1972069f5	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	137.0	association_negative	Q06546	P17542	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	0	1	454	331	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	788	1	1	0	0	PN6:0060:negative	0.003744
61	ABRO1	23172	9606	MDM2	4193	9606	no_interaction	coIP	co-immunoprecipitation	The co-immunoprecipitation (Co-IP) assay also showed no interaction between ABRO1 and MDM2, and overexpression of ABRO1 failed to affect the mutual binding of p53 and MDM2 (Supplementary Fig.	6d,e).	6f).	25283148	PMC4205886	ABRO1 suppresses tumourigenesis and regulates the DNA damage response by stabilizing p53	CLAIM:000162315:0-1	PAIR2:GENE:23172|GENE:4193	CLAIM:000162315	bfd109cae7757762c9eebb4420428f3c4f306351	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	137.0	association_negative	Q15018	Q00987	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	0	1	415	491	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	909	1	1	0	0	PN6:0061:negative	0.999175
63	PEPT1	6564	9606	MAP4K4	9448	9606	no_interaction	coIP	co-IP	To verify this, we performed a co-IP assay and found that PEPT1 did not interact with MAP4K4 (Figure 8A).	Given that PEPT1 mediates HCC metastasis through MAP4K4 and that MAP4K4 interacts with G3BP2 to facilitate HCC metastasis, we speculated that PEPT1 may directly regulate MAP4K4.	It was reported that PEPT1 functions as a transporter of dipeptides and tripeptides.	38639383	PMC11200092	Peptide Transporter 1-Mediated Dipeptide Transport Promotes Hepatocellular Carcinoma Metastasis by Activating MAP4K4/G3BP2 Signaling Axis	CLAIM:000005395:0-1	PAIR2:GENE:6564|GENE:9448	CLAIM:000005395	964e5810aa19f8c2a6e372f3e0a665ecde09ba81	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	137.0	association_negative	P46059	O95819	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	0	1	708	1239	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	1950	0	1	0	0	PN6:0063:negative	6.2e-05
65	Trim72	434246	10090	HDAC4	9759	9606	no_binding	coIP	co-immunoprecipitation	Co-IP experiments demonstrated that c-myc-Trim72 does not interact with HDAC4 in primary mdx myotubes (Figure S11A), excluding a direct interaction between these two proteins.	In search for a cytoplasmic function of HDAC4, we initially hypothesized that it could act as a scaffold or docking chaperone for Trim72, on the basis of a possible interaction between HDAC4 and Trim72 proteins.	However, because Trim72 expression directly correlates with that of HDAC4, we speculated that HDAC4 may control Trim72 expression by stabilizing its mRNA.	35170869	PMC8977968	Cytoplasmic HDAC4 regulates the membrane repair mechanism in Duchenne muscular dystrophy	CLAIM:000264496:0-1	PAIR2:GENE:434246|GENE:9759	CLAIM:000264496	da0b214ecb6f6cd306d42798e81fcaa3274e087c	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay	positive_control	1	1	none_detected	1	0	1	0	0	0	135.0	association_negative	Q1XH17	P56524	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	0	1	477	1084	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	1564	0	0	0	0	PN6:0065:negative	0.001399
66	EphA2	1969	9606	LRP6	4040	9606	no_binding	coIP	co-IP	To clarify whether EphA2 may work through cooperation with Frizzled and LRP6 instead of directly bind to Wnt1, we performed co-IP assay which showed that EphA2 can not bind to Frizzled2 and LRP6 (Supplementary Fig.	1f), which indicated that EphA2 was bound directly by Wnt1.	S3B), and immunostaining assay which showed that EphA2 was not co-localized with Frizzled2 and LRP6 at the cell surface (Supplementary Fig.	30451837	PMC6242896	EPH receptor A2 governs a feedback loop that activates Wnt/beta-catenin signaling in gastric cancer	CLAIM:000019456:0-1	PAIR2:GENE:1969|GENE:4040	CLAIM:000019456	ab95814869aff3fabbaefd9180f6059c9a1bf411	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay	positive_control;negative_control	1	1	none_detected	1	0	1	0	0	0	135.0	association_negative	P29317	O75581	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	0	1	976	1613	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	2592	0	1	0	0	PN6:0066:negative	0.97884
67	EphA2	1969	9606	Frizzled2	2535	9606	no_binding	coIP	co-IP	To clarify whether EphA2 may work through cooperation with Frizzled and LRP6 instead of directly bind to Wnt1, we performed co-IP assay which showed that EphA2 can not bind to Frizzled2 and LRP6 (Supplementary Fig.	1f), which indicated that EphA2 was bound directly by Wnt1.	S3B), and immunostaining assay which showed that EphA2 was not co-localized with Frizzled2 and LRP6 at the cell surface (Supplementary Fig.	30451837	PMC6242896	EPH receptor A2 governs a feedback loop that activates Wnt/beta-catenin signaling in gastric cancer	CLAIM:000019457:0-1	PAIR2:GENE:1969|GENE:2535	CLAIM:000019457	e0c1fb857c6e0aecbd6b95b3f99538041e61bb2e	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay	positive_control;negative_control	1	1	none_detected	1	0	1	0	0	0	135.0	association_negative	P29317	Q14332	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	0	1	976	565	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	1544	0	1	0	0	PN6:0067:negative	0.001096
