pair_root	negative_id	sequence_no	pmid	evidence_semantics	anchor_accession	negative_partner_accession	positive_partner_accession	positive_evidence_tier	distinct_positive_publications	positive_detection_methods	negative_pair_fits_1024	positive_pair_fits_1024	both_pairs_fit_1024	exact_string_positive_overlap_negative	negative_score_id	positive_score_id	negative_score	positive_score	margin	positive_wins
PN6P:0256	PAIR2:GENE:440193|GENE:8678	256	32382014	association_negative	Q14457	Q9P219	Q6ZNE5	strict_direct_interaction	40	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:1314""(proximity-dependent biotin identification)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:1112""(two hybrid prey pooling approach)|psi-mi:""MI:1356""(validated two hybrid)|psi-mi:""MI:0071""(molecular sieving)|psi-mi:""MI:0397""(two hybrid array)|psi-mi:""MI:0040""(electron microscopy)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)"	0	1	0	0	PN6P:0256:negative	PN6P:0256:positive	0.998691	0.999075	0.00038400000000005097	1
PN6P:0006	PAIR2:GENE:4547|GENE:5327	6	37651538	other_direct_binding	P00750	P55157	P05121	strict_direct_interaction	2	"psi-mi:""MI:0807""(comigration in gel electrophoresis)"	0	1	0	0	PN6P:0006:negative	PN6P:0006:positive	0.77373	0.999872	0.22614199999999995	1
PN6P:0088	PAIR2:GENE:50721|GENE:93759	88	25083875	association_negative	Q923E4	P59941	O08785	strict_direct_interaction	4	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0663""(confocal microscopy)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	0	0	0	0	PN6P:0088:negative	PN6P:0088:positive	0.999481	0.981889	-0.01759199999999994	0
PN6P:0074	PAIR2:GENE:5083|GENE:6934	74	38664733	association_negative	Q9NQB0	P55771	P35222	strict_direct_interaction	34	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0114""(x-ray crystallography)|psi-mi:""MI:0114""(x-ray crystallography)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0019""(coimmunoprecipitation)|psi-mi:""MI:0096""(pull down)"	1	0	0	0	PN6P:0074:negative	PN6P:0074:positive	0.107185	0.233646	0.126461	1
PN6P:0372	PAIR2:GENE:5111|GENE:5291	372	23175608	other_direct_binding	P12004	P42338	P38936	strict_direct_interaction	39	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0231""(mammalian protein protein interaction trap)|psi-mi:""MI:0065""(isothermal titration calorimetry)|psi-mi:""MI:0047""(far western blotting)|psi-mi:""MI:2215""(barcode fusion genetics two hybrid)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0114""(x-ray crystallography)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0809""(bimolecular fluorescence complementation)|psi-mi:""MI:1112""(two hybrid prey pooling approach)|psi-mi:""MI:1112""(two hybrid prey pooling approach)|psi-mi:""MI:1356""(validated two hybrid)|psi-mi:""MI:1356""(validated two hybrid)|psi-mi:""MI:1356""(validated two hybrid)|psi-mi:""MI:1203""(split luciferase complementation)|psi-mi:""MI:0398""(two hybrid pooling approach)|psi-mi:""MI:0397""(two hybrid array)|psi-mi:""MI:0397""(two hybrid array)|psi-mi:""MI:0397""(two hybrid array)|psi-mi:""MI:0397""(two hybrid array)|psi-mi:""MI:0397""(two hybrid array)|psi-mi:""MI:0096""(pull down)"	0	1	0	0	PN6P:0372:negative	PN6P:0372:positive	0.000266	0.999863	0.999597	1
PN6P:0254	PAIR2:GENE:51684|GENE:8405	254	34021128	association_negative	O43791	Q9UMX1	Q6IQ16	strict_direct_interaction	5	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0071""(molecular sieving)"	1	1	1	0	PN6P:0254:negative	PN6P:0254:positive	0.019669	0.999892	0.980223	1
PN6P:0005	PAIR2:GENE:5290|GENE:6016	5	39788953	biophysical_direct	P42336	Q92963	P27986	strict_direct_interaction	34	"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0114""(x-ray crystallography)|psi-mi:""MI:0114""(x-ray crystallography)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0096""(pull down)"	0	0	0	0	PN6P:0005:negative	PN6P:0005:positive	0.016756	0.999745	0.982989	1
PN6P:0500	PAIR2:GENE:5311|GENE:7224	500	39523478	association_negative	Q13563	Q9UL62	P98161	strict_direct_interaction	6	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0077""(nuclear magnetic resonance)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	0	0	0	0	PN6P:0500:negative	PN6P:0500:positive	0.001114	0.000117	-0.000997	0
PN6P:0086	PAIR2:GENE:5347|GENE:8467	86	26259146	other_direct_binding	P53350	O60264	P30307	strict_direct_interaction	10	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0065""(isothermal titration calorimetry)|psi-mi:""MI:0114""(x-ray crystallography)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0019""(coimmunoprecipitation)|psi-mi:""MI:0017""(classical fluorescence spectroscopy)|psi-mi:""MI:0096""(pull down)"	0	0	0	0	PN6P:0086:negative	PN6P:0086:positive	0.223078	0.998775	0.775697	1
PN6P:0073	PAIR2:GENE:55070|GENE:7323	73	41540009	other_direct_binding	P61077	Q7L5Y6	Q13490	strict_direct_interaction	3	"psi-mi:""MI:0969""(bio-layer interferometry)"	1	1	1	0	PN6P:0073:negative	PN6P:0073:positive	0.047152	0.999777	0.952625	1
PN6P:0095	PAIR2:GENE:55294|GENE:961	95	32226539	association_negative	Q969H0	Q08722	P46531	strict_direct_interaction	13	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0676""(tandem affinity purification)|psi-mi:""MI:1203""(split luciferase complementation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0096""(pull down)"	0	0	0	0	PN6P:0095:negative	PN6P:0095:positive	0.00053	0.000334	-0.000196	0
PN6P:0467	PAIR2:GENE:558|GENE:5627	467	25265470	other_direct_binding	P30530	P07225	Q14393	strict_direct_interaction	3	"psi-mi:""MI:0107""(surface plasmon resonance)"	0	0	0	0	PN6P:0467:negative	PN6P:0467:positive	0.001397	0.000197	-0.0012000000000000001	0
PN6P:0076	PAIR2:GENE:5599|GENE:8473	76	41052879	association_negative	P45983	O15294	P05412	strict_direct_interaction	14	"psi-mi:""MI:0424""(protein kinase assay)|psi-mi:""MI:0424""(protein kinase assay)|psi-mi:""MI:0424""(protein kinase assay)|psi-mi:""MI:0423""(in-gel kinase assay)|psi-mi:""MI:0424""(protein kinase assay)"	0	1	0	0	PN6P:0076:negative	PN6P:0076:positive	0.946005	0.999324	0.053319000000000005	1
PN6P:0056	PAIR2:GENE:5728|GENE:64151	56	35864529	association_negative	P60484	Q9BPX3	O14745	strict_direct_interaction	10	"psi-mi:""MI:0049""(filter binding)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0049""(filter binding)|psi-mi:""MI:2437""(holdup assay)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)"	0	1	0	0	PN6P:0056:negative	PN6P:0056:positive	0.000295	0.998593	0.9982979999999999	1
PN6P:0140	PAIR2:GENE:581|GENE:67557	140	32850788	association_negative	Q07812	Q8BN59	Q07817	strict_direct_interaction	32	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0053""(fluorescence polarization spectroscopy)|psi-mi:""MI:0051""(fluorescence technology)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0114""(x-ray crystallography)|psi-mi:""MI:0411""(enzyme linked immunosorbent assay)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0096""(pull down)"	1	1	1	0	PN6P:0140:negative	PN6P:0140:positive	0.00057	0.999898	0.999328	1
PN6P:0111	PAIR2:GENE:59272|GENE:9971	111	40324631	association_negative	Q9BYF1	Q96RI1	Q5T2W1	strict_direct_interaction	9	"psi-mi:""MI:0053""(fluorescence polarization spectroscopy)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:2437""(holdup assay)|psi-mi:""MI:0096""(pull down)"	0	0	0	0	PN6P:0111:negative	PN6P:0111:positive	0.003459	0.008128	0.0046689999999999995	1
PN6P:0133	PAIR2:GENE:6118|GENE:79661	133	20338831	other_direct_binding	P15927	Q96FI4	P27694	strict_direct_interaction	23	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:1112""(two hybrid prey pooling approach)|psi-mi:""MI:1356""(validated two hybrid)|psi-mi:""MI:0114""(x-ray crystallography)|psi-mi:""MI:0676""(tandem affinity purification)|psi-mi:""MI:0676""(tandem affinity purification)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0091""(chromatography technology)|psi-mi:""MI:0071""(molecular sieving)|psi-mi:""MI:0397""(two hybrid array)"	1	1	1	0	PN6P:0133:negative	PN6P:0133:positive	0.999753	0.999918	0.00016499999999997073	1
PN6P:0132	PAIR2:GENE:6119|GENE:79661	132	20338831	other_direct_binding	P35244	Q96FI4	P15927	strict_direct_interaction	17	"psi-mi:""MI:0676""(tandem affinity purification)|psi-mi:""MI:0114""(x-ray crystallography)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0676""(tandem affinity purification)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0096""(pull down)"	1	1	1	0	PN6P:0132:negative	PN6P:0132:positive	0.999767	0.99994	0.00017300000000008975	1
PN6P:0063	PAIR2:GENE:6564|GENE:9448	63	38639383	association_negative	O95819	P46059	Q9H0R5	strict_direct_interaction	4	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	0	0	0	0	PN6P:0063:negative	PN6P:0063:positive	8.3e-05	0.000171	8.800000000000001e-05	1
PN6P:0093	PAIR2:GENE:6737|GENE:9097	93	36163134	association_negative	P19474	P54578	P17813	strict_direct_interaction	2	"psi-mi:""MI:0089""(protein array)"	1	0	0	0	PN6P:0093:negative	PN6P:0093:positive	0.999687	5.1e-05	-0.999636	0
PN6P:0007	PAIR2:GENE:682|GENE:7031	7	34262017	biophysical_direct	P35613	P04155	P49768	strict_direct_interaction	2	"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0091""(chromatography technology)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)"	1	1	1	0	PN6P:0007:negative	PN6P:0007:positive	7.7e-05	0.999362	0.999285	1
PN6P:0241	PAIR2:GENE:684|GENE:9131	241	27444183	association_negative	Q10589	O95831	P59901	strict_direct_interaction	4	"psi-mi:""MI:0892""(solid phase assay)|psi-mi:""MI:0892""(solid phase assay)|psi-mi:""MI:0107""(surface plasmon resonance)"	1	1	1	0	PN6P:0241:negative	PN6P:0241:positive	6.6e-05	0.001107	0.0010409999999999998	1
PN6P:0019	PAIR2:GENE:7010|GENE:7422	19	25851538	biophysical_direct	P15692	Q02763	P35968	strict_direct_interaction	10	"psi-mi:""MI:0813""(proximity ligation assay)|psi-mi:""MI:0411""(enzyme linked immunosorbent assay)|psi-mi:""MI:0049""(filter binding)|psi-mi:""MI:0411""(enzyme linked immunosorbent assay)|psi-mi:""MI:0030""(cross-linking study)"	0	0	0	0	PN6P:0019:negative	PN6P:0019:positive	0.001641	0.006783	0.005142	1
PN6P:0460	PAIR2:GENE:7057|GENE:7450	460	11413189	other_direct_binding	P04275	P07996	Q76LX8	strict_direct_interaction	7	"psi-mi:""MI:0435""(protease assay)|psi-mi:""MI:0435""(protease assay)|psi-mi:""MI:0435""(protease assay)|psi-mi:""MI:0107""(surface plasmon resonance)|psi-mi:""MI:0969""(bio-layer interferometry)"	0	0	0	0	PN6P:0460:negative	PN6P:0460:positive	0.995494	0.003434	-0.9920599999999999	0
PN6P:0356	PAIR2:GENE:7178|GENE:71950	356	21076177	association_negative	P13693	Q80Z64	Q15382	strict_direct_interaction	3	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0949""(gdp/gtp exchange assay)"	1	1	1	0	PN6P:0356:negative	PN6P:0356:positive	0.000146	0.013377	0.013231	1
PN6P:0157	PAIR2:GENE:801|GENE:8795	157	29663486	other_direct_binding	O14763	P0DP25	P50591	strict_direct_interaction	25	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0114""(x-ray crystallography)|psi-mi:""MI:0114""(x-ray crystallography)|psi-mi:""MI:0892""(solid phase assay)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0107""(surface plasmon resonance)|psi-mi:""MI:0107""(surface plasmon resonance)"	1	1	1	0	PN6P:0157:negative	PN6P:0157:positive	0.999864	0.999872	8.000000000008e-06	1
PN6P:0098	PAIR2:GENE:816235|GENE:829541	98	26192964	association_negative	Q940H6	Q38872	P49597	strict_direct_interaction	19	"psi-mi:""MI:0434""(phosphatase assay)|psi-mi:""MI:0434""(phosphatase assay)|psi-mi:""MI:0809""(bimolecular fluorescence complementation)|psi-mi:""MI:0809""(bimolecular fluorescence complementation)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0809""(bimolecular fluorescence complementation)"	1	1	1	0	PN6P:0098:negative	PN6P:0098:positive	0.004657	0.006701	0.0020440000000000007	1
PN6P:0370	PAIR2:GENE:817857|GENE:840630	370	29662028	association_negative	P43254	P11035	O24646	strict_direct_interaction	11	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0018""(two hybrid)"	0	1	0	0	PN6P:0370:negative	PN6P:0370:positive	0.000123	0.000584	0.000461	1
PN6P:0375	PAIR2:GENE:817857|GENE:844112	375	29662028	association_negative	P43254	P11832	O24646	strict_direct_interaction	11	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0018""(two hybrid)"	0	1	0	0	PN6P:0375:negative	PN6P:0375:positive	8.4e-05	0.000584	0.0005	1
PN6P:0384	PAIR2:GENE:824383|GENE:842393	384	27780203	association_negative	Q9C952	Q9FEB5	Q9LKF9	strict_direct_interaction	6	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	0	0	0	0	PN6P:0384:negative	PN6P:0384:positive	5.3e-05	0.986144	0.986091	1
PN6P:0106	PAIR2:GENE:827323|GENE:839152	106	37220754	association_negative	Q9C658	O04425	Q9SJF3	strict_direct_interaction	4	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	0	1	0	0	PN6P:0106:negative	PN6P:0106:positive	0.99125	0.999294	0.008044000000000051	1
PN6P:0490	PAIR2:GENE:829012|GENE:840158	490	20360743	other_direct_binding	Q39204	Q9SV55	Q9LMA8	strict_direct_interaction	19	"psi-mi:""MI:2277""(Cr-two hybrid)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:1356""(validated two hybrid)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)"	0	1	0	0	PN6P:0490:negative	PN6P:0490:positive	0.002243	0.001852	-0.0003910000000000003	0
PN6P:0491	PAIR2:GENE:830095|GENE:840320	491	26854226	association_negative	O22476	Q9XIC7	Q94AG2	strict_direct_interaction	5	"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0114""(x-ray crystallography)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0276""(blue native page)|psi-mi:""MI:0416""(fluorescence microscopy)|psi-mi:""MI:0071""(molecular sieving)"	0	0	0	0	PN6P:0491:negative	PN6P:0491:positive	0.990416	0.897407	-0.09300900000000001	0
PN6P:0273	PAIR2:GENE:840957|GENE:843928	273	20227663	association_negative	Q39255	Q9MA75	O04197	strict_direct_interaction	8	"psi-mi:""MI:0114""(x-ray crystallography)|psi-mi:""MI:0069""(mass spectrometry studies of complexes)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0397""(two hybrid array)|psi-mi:""MI:0071""(molecular sieving)|psi-mi:""MI:0096""(pull down)"	1	1	1	0	PN6P:0273:negative	PN6P:0273:positive	0.997322	0.999881	0.002558999999999978	1
